Time (h),Discharge (Ah),Charge (Ah)
0.361122,0.0000000000,0.0167656050
0.778750,0.0201009700,0.0000000000
1.198617,0.0000000000,0.0201048830
1.616244,0.0200975910,0.0000000000
2.036433,0.0000000000,0.0201010950
2.454136,0.0200936280,0.0000000000
2.874361,0.0000000000,0.0200985400
3.292206,0.0200933010,0.0000000000
3.712322,0.0000000000,0.0200970960
4.130056,0.0200907800,0.0000000000
4.550139,0.0000000000,0.0200954650
4.967842,0.0200904190,0.0000000000
5.387925,0.0000000000,0.0200957870
5.805589,0.0200908020,0.0000000000
6.225600,0.0000000000,0.0200947940
6.643081,0.0200889350,0.0000000000
7.063017,0.0000000000,0.0200928820
7.480681,0.0200874990,0.0000000000
7.900475,0.0000000000,0.0200917290
8.317992,0.0200865530,0.0000000000
8.737783,0.0000000000,0.0200901930
9.155194,0.0200842380,0.0000000000
9.574878,0.0000000000,0.0200883760
9.992147,0.0200828940,0.0000000000
10.411725,0.0000000000,0.0200871880
10.828953,0.0200828940,0.0000000000
11.248569,0.0000000000,0.0200862340
11.665725,0.0200810230,0.0000000000
12.085267,0.0000000000,0.0200859540
12.502392,0.0200810780,0.0000000000
12.921789,0.0000000000,0.0200840790
13.338911,0.0200792420,0.0000000000
13.758378,0.0000000000,0.0200827570
14.175606,0.0200789150,0.0000000000
14.595075,0.0000000000,0.0200834090
15.012122,0.0200773860,0.0000000000
15.431661,0.0000000000,0.0200804620
15.848711,0.0200764910,0.0000000000
16.268181,0.0000000000,0.0200810560
16.685122,0.0200758030,0.0000000000
17.104517,0.0000000000,0.0200787490
17.521283,0.0200742620,0.0000000000
17.940642,0.0000000000,0.0200769360
18.357508,0.0200729500,0.0000000000
18.776794,0.0000000000,0.0200782380
19.193769,0.0200741330,0.0000000000
19.613131,0.0000000000,0.0200763140
20.029928,0.0200715760,0.0000000000
20.449178,0.0000000000,0.0200753510
20.865900,0.0200706420,0.0000000000
21.285081,0.0000000000,0.0200749980
21.701769,0.0200708660,0.0000000000
22.120947,0.0000000000,0.0200748160
22.537742,0.0200709280,0.0000000000
22.956922,0.0000000000,0.0200732720
23.373608,0.0200687520,0.0000000000
23.792714,0.0000000000,0.0200717700
24.209400,0.0200655110,0.0000000000
24.628614,0.0000000000,0.0200689000
25.045228,0.0200648700,0.0000000000
25.464303,0.0000000000,0.0200682440
25.880917,0.0200653990,0.0000000000
26.299847,0.0000000000,0.0200699260
26.716356,0.0200651760,0.0000000000
27.135353,0.0000000000,0.0200675270
27.551969,0.0200625110,0.0000000000
27.971075,0.0000000000,0.0200644500
28.387692,0.0200593300,0.0000000000
28.807053,0.0000000000,0.0200628470
29.223631,0.0200575310,0.0000000000
29.642847,0.0000000000,0.0200612130
30.059425,0.0200573360,0.0000000000
30.478711,0.0000000000,0.0200601460
30.895325,0.0200557650,0.0000000000
31.314433,0.0000000000,0.0200593700
31.730839,0.0200564880,0.0000000000
32.149767,0.0000000000,0.0200601180
32.566200,0.0200566720,0.0000000000
32.985128,0.0000000000,0.0200597530
33.401528,0.0200565170,0.0000000000
33.820272,0.0000000000,0.0200599240
34.236525,0.0200564130,0.0000000000
34.655019,0.0000000000,0.0200602840
35.071164,0.0200560030,0.0000000000
35.489656,0.0000000000,0.0200584120
35.905764,0.0200547300,0.0000000000
36.324364,0.0000000000,0.0200576140
36.740544,0.0200544170,0.0000000000
37.159367,0.0000000000,0.0200581270
37.575511,0.0200522210,0.0000000000
37.994183,0.0000000000,0.0200535410
38.410328,0.0200495350,0.0000000000
38.829075,0.0000000000,0.0200533070
39.245222,0.0200493360,0.0000000000
39.663967,0.0000000000,0.0200509270
40.080117,0.0200469720,0.0000000000
40.498797,0.0000000000,0.0200501970
40.914839,0.0200465220,0.0000000000
41.333514,0.0000000000,0.0200493840
41.749589,0.0200447660,0.0000000000
42.168047,0.0000000000,0.0200479180
42.584014,0.0200439840,0.0000000000
43.002397,0.0000000000,0.0200471090
43.418469,0.0200442050,0.0000000000
43.836961,0.0000000000,0.0200466050
44.252925,0.0200425330,0.0000000000
44.671311,0.0000000000,0.0200444930
45.087203,0.0200414790,0.0000000000
45.505478,0.0000000000,0.0200458430
45.921369,0.0200415410,0.0000000000
46.339789,0.0000000000,0.0200435670
46.755572,0.0200402560,0.0000000000
47.173961,0.0000000000,0.0200422450
47.589853,0.0200401090,0.0000000000
48.007986,0.0000000000,0.0200441770
48.423664,0.0200405950,0.0000000000
48.841903,0.0000000000,0.0200436930
49.257506,0.0200402060,0.0000000000
49.675528,0.0000000000,0.0200425630
50.091061,0.0200381620,0.0000000000
50.509086,0.0000000000,0.0200403010
50.924617,0.0200386760,0.0000000000
51.342747,0.0000000000,0.0200407940
51.758350,0.0200349330,0.0000000000
52.176481,0.0000000000,0.0200384330
52.592011,0.0200344930,0.0000000000
53.010144,0.0000000000,0.0200374500
53.425747,0.0200350090,0.0000000000
53.843592,0.0000000000,0.0200369620
54.259017,0.0200342370,0.0000000000
54.677153,0.0000000000,0.0200361710
55.092689,0.0200303210,0.0000000000
55.510647,0.0000000000,0.0200332950
55.926183,0.0200305930,0.0000000000
56.344208,0.0000000000,0.0200330030
56.759558,0.0200295080,0.0000000000
57.177219,0.0000000000,0.0200328040
57.592461,0.0200304570,0.0000000000
58.010339,0.0000000000,0.0200328100
58.425689,0.0200282620,0.0000000000
58.843422,0.0000000000,0.0200306580
59.258783,0.0200268920,0.0000000000
59.676708,0.0000000000,0.0200287730
60.091964,0.0200247010,0.0000000000
60.509578,0.0000000000,0.0200270870
60.924650,0.0200243510,0.0000000000
61.342314,0.0000000000,0.0200268410
61.757303,0.0200232910,0.0000000000
62.174644,0.0000000000,0.0200264580
62.589633,0.0200238760,0.0000000000
63.006936,0.0000000000,0.0200269020
63.421931,0.0200224720,0.0000000000
63.839492,0.0000000000,0.0200237160
64.254486,0.0200197270,0.0000000000
64.671908,0.0000000000,0.0200208200
65.086800,0.0200180180,0.0000000000
65.504208,0.0000000000,0.0200219430
65.919233,0.0200185630,0.0000000000
66.337078,0.0000000000,0.0200186460
66.752181,0.0200137890,0.0000000000
67.169950,0.0000000000,0.0200160760
67.584939,0.0200136540,0.0000000000
68.002567,0.0000000000,0.0200165420
68.417664,0.0200135300,0.0000000000
68.835508,0.0000000000,0.0200159870
69.250569,0.0200134190,0.0000000000
69.668375,0.0000000000,0.0200164020
70.083364,0.0200127610,0.0000000000
70.501061,0.0000000000,0.0200142340
70.916122,0.0200128340,0.0000000000
71.333894,0.0000000000,0.0200161130
71.748956,0.0200128680,0.0000000000
72.166653,0.0000000000,0.0200144030
72.581678,0.0200112920,0.0000000000
72.999267,0.0000000000,0.0200140140
73.414219,0.0200100790,0.0000000000
73.831811,0.0000000000,0.0200123440
74.246803,0.0200096510,0.0000000000
74.664394,0.0000000000,0.0200113070
75.079203,0.0200068700,0.0000000000
75.496792,0.0000000000,0.0200092340
75.911603,0.0200062040,0.0000000000
76.329125,0.0000000000,0.0200080150
76.744006,0.0200059110,0.0000000000
77.161597,0.0000000000,0.0200081980
77.576406,0.0200045860,0.0000000000
77.993886,0.0000000000,0.0200067350
78.408733,0.0200040230,0.0000000000
78.826219,0.0000000000,0.0200057600
79.241031,0.0200031850,0.0000000000
79.658514,0.0000000000,0.0200058530
80.073322,0.0200027710,0.0000000000
80.490733,0.0000000000,0.0200047440
80.905542,0.0200016440,0.0000000000
81.323058,0.0000000000,0.0200039260
81.737794,0.0200002940,0.0000000000
82.155169,0.0000000000,0.0200022140
82.569906,0.0199988010,0.0000000000
82.987386,0.0000000000,0.0200011070
83.402122,0.0199979820,0.0000000000
83.819533,0.0000000000,0.0199993500
84.234164,0.0199961170,0.0000000000
84.651575,0.0000000000,0.0199984220
85.066383,0.0199959960,0.0000000000
85.483769,0.0000000000,0.0199977890
85.898408,0.0199946190,0.0000000000
86.315822,0.0000000000,0.0199961550
86.730561,0.0199926150,0.0000000000
87.147969,0.0000000000,0.0199946550
87.562597,0.0199916150,0.0000000000
87.979900,0.0000000000,0.0199931530
88.394458,0.0199903900,0.0000000000
