Time (h),Discharge (Ah),Charge (Ah)
62.508958,0.0000000000,0.0195586437
62.913367,0.0195517088,0.0000000000
63.319508,0.0000000000,0.0195542434
63.723772,0.0195476010,0.0000000000
64.129842,0.0000000000,0.0195482303
64.534036,0.0195442143,0.0000000000
64.940069,0.0000000000,0.0195466103
65.344261,0.0195409838,0.0000000000
65.750261,0.0000000000,0.0195416478
66.154350,0.0195353295,0.0000000000
66.560242,0.0000000000,0.0195372937
66.964147,0.0195321146,0.0000000000
67.369967,0.0000000000,0.0195351148
67.773981,0.0195313762,0.0000000000
68.179800,0.0000000000,0.0195350296
68.583811,0.0195312769,0.0000000000
68.989631,0.0000000000,0.0195315523
69.393575,0.0195253484,0.0000000000
69.799247,0.0000000000,0.0195215968
70.202897,0.0195107978,0.0000000000
70.608500,0.0000000000,0.0195168071
71.012222,0.0195147999,0.0000000000
71.417825,0.0000000000,0.0195170928
71.821475,0.0195093032,0.0000000000
72.226822,0.0000000000,0.0195064125
72.630222,0.0194980847,0.0000000000
73.035606,0.0000000000,0.0195010975
73.438894,0.0194947011,0.0000000000
73.844172,0.0000000000,0.0194965131
74.247389,0.0194899860,0.0000000000
74.652631,0.0000000000,0.0194918642
75.055811,0.0194873214,0.0000000000
75.460906,0.0000000000,0.0194868728
75.864019,0.0194809588,0.0000000000
76.269150,0.0000000000,0.0194859387
76.672367,0.0194827724,0.0000000000
77.077428,0.0000000000,0.0194829652
77.480358,0.0194715563,0.0000000000
77.885239,0.0000000000,0.0194743938
78.288094,0.0194688663,0.0000000000
78.692867,0.0000000000,0.0194700986
79.095722,0.0194671550,0.0000000000
79.500600,0.0000000000,0.0194694762
79.903456,0.0194653990,0.0000000000
80.308264,0.0000000000,0.0194680678
80.711011,0.0194588375,0.0000000000
81.115636,0.0000000000,0.0194556306
81.518097,0.0194479174,0.0000000000
81.922653,0.0000000000,0.0194520103
82.325222,0.0194498727,0.0000000000
82.729669,0.0000000000,0.0194488746
83.131875,0.0194377993,0.0000000000
83.536214,0.0000000000,0.0194410971
83.938528,0.0194389009,0.0000000000
84.342972,0.0000000000,0.0194406199
84.745181,0.0194316653,0.0000000000
85.149375,0.0000000000,0.0194328023
85.551581,0.0194285716,0.0000000000
85.955736,0.0000000000,0.0194309647
86.357872,0.0194255898,0.0000000000
86.761850,0.0000000000,0.0194262535
87.163803,0.0194192469,0.0000000000
87.567781,0.0000000000,0.0194212773
87.969664,0.0194161340,0.0000000000
88.373458,0.0000000000,0.0194162619
