Time (h),Discharge (Ah),Charge (Ah)
0.293692,0.0000000000,0.0135052637
0.706406,0.0199328872,0.0000000000
1.120639,0.0000000000,0.0199351150
1.533142,0.0199276906,0.0000000000
1.947342,0.0000000000,0.0199308350
2.359697,0.0199222927,0.0000000000
2.773639,0.0000000000,0.0199230645
3.185956,0.0199151068,0.0000000000
3.599969,0.0000000000,0.0199181046
4.012286,0.0199108847,0.0000000000
4.426228,0.0000000000,0.0199127289
4.838436,0.0199016356,0.0000000000
5.252092,0.0000000000,0.0198985891
5.664156,0.0198944445,0.0000000000
6.077956,0.0000000000,0.0199017237
6.489842,0.0198937716,0.0000000000
6.903314,0.0000000000,0.0198954191
7.315056,0.0198849469,0.0000000000
7.728828,0.0000000000,0.0198868895
8.140497,0.0198773392,0.0000000000
8.553864,0.0000000000,0.0198786586
8.965314,0.0198701194,0.0000000000
9.378428,0.0000000000,0.0198725169
9.789919,0.0198716876,0.0000000000
10.202958,0.0000000000,0.0198726676
10.614264,0.0198626776,0.0000000000
11.027306,0.0000000000,0.0198647941
11.438433,0.0198519281,0.0000000000
11.851189,0.0000000000,0.0198516377
12.262169,0.0198488064,0.0000000000
12.674919,0.0000000000,0.0198533177
13.085903,0.0198486905,0.0000000000
13.498583,0.0000000000,0.0198506144
13.909642,0.0198439827,0.0000000000
14.322467,0.0000000000,0.0198459629
14.733269,0.0198385056,0.0000000000
15.145661,0.0000000000,0.0198336993
15.556028,0.0198253759,0.0000000000
15.968061,0.0000000000,0.0198298727
16.378503,0.0198238468,0.0000000000
16.790603,0.0000000000,0.0198256797
17.200969,0.0198199223,0.0000000000
17.612997,0.0000000000,0.0198223643
18.023075,0.0198111472,0.0000000000
18.434781,0.0000000000,0.0198113397
18.844750,0.0198057668,0.0000000000
19.256706,0.0000000000,0.0198099888
19.666892,0.0198023329,0.0000000000
20.079281,0.0000000000,0.0198067067
20.489539,0.0198013313,0.0000000000
20.901461,0.0000000000,0.0198014051
21.311544,0.0197967838,0.0000000000
21.722964,0.0000000000,0.0197919873
22.132864,0.0197842927,0.0000000000
22.544567,0.0000000000,0.0197922869
22.954253,0.0197822374,0.0000000000
23.365703,0.0000000000,0.0197807920
23.775136,0.0197706978,0.0000000000
24.186550,0.0000000000,0.0197761682
24.596014,0.0197680803,0.0000000000
25.007247,0.0000000000,0.0197669559
25.416783,0.0197691455,0.0000000000
25.828197,0.0000000000,0.0197740127
26.237564,0.0197646177,0.0000000000
26.648906,0.0000000000,0.0197646344
27.058081,0.0197571164,0.0000000000
27.468958,0.0000000000,0.0197596118
27.877953,0.0197515184,0.0000000000
28.288464,0.0000000000,0.0197491638
28.697025,0.0197409788,0.0000000000
29.107575,0.0000000000,0.0197463000
29.516214,0.0197400611,0.0000000000
29.926653,0.0000000000,0.0197405296
30.335003,0.0197330565,0.0000000000
30.745372,0.0000000000,0.0197355531
31.153828,0.0197322473,0.0000000000
31.564086,0.0000000000,0.0197347249
31.972358,0.0197257191,0.0000000000
32.382367,0.0000000000,0.0197252807
32.790461,0.0197194505,0.0000000000
33.200467,0.0000000000,0.0197224335
33.608561,0.0197185905,0.0000000000
34.018461,0.0000000000,0.0197200213
34.426408,0.0197116028,0.0000000000
34.836025,0.0000000000,0.0197130051
35.243867,0.0197058554,0.0000000000
35.653417,0.0000000000,0.0197067454
36.061075,0.0196999216,0.0000000000
36.470539,0.0000000000,0.0197029978
36.878200,0.0197005618,0.0000000000
37.287556,0.0000000000,0.0196986204
37.695033,0.0196899970,0.0000000000
38.104211,0.0000000000,0.0196939806
38.511617,0.0196868401,0.0000000000
38.920792,0.0000000000,0.0196901948
39.328092,0.0196869714,0.0000000000
39.737269,0.0000000000,0.0196908431
40.144314,0.0196783957,0.0000000000
40.553164,0.0000000000,0.0196794659
40.960281,0.0196768432,0.0000000000
41.369022,0.0000000000,0.0196763800
41.776031,0.0196714438,0.0000000000
42.184772,0.0000000000,0.0196762393
42.591639,0.0196660074,0.0000000000
43.000203,0.0000000000,0.0196655999
43.406958,0.0196627907,0.0000000000
43.815447,0.0000000000,0.0196651615
44.222022,0.0196580651,0.0000000000
44.630406,0.0000000000,0.0196571753
45.036981,0.0196517329,0.0000000000
45.445289,0.0000000000,0.0196539307
45.851506,0.0196449390,0.0000000000
46.259633,0.0000000000,0.0196503687
46.665961,0.0196451422,0.0000000000
47.073872,0.0000000000,0.0196436239
47.480014,0.0196369460,0.0000000000
47.887856,0.0000000000,0.0196404117
48.294000,0.0196338063,0.0000000000
48.701842,0.0000000000,0.0196381784
49.107983,0.0196363954,0.0000000000
49.515753,0.0000000000,0.0196354151
49.921608,0.0196281162,0.0000000000
50.329122,0.0000000000,0.0196292288
50.734797,0.0196215248,0.0000000000
51.142203,0.0000000000,0.0196242083
51.547983,0.0196179426,0.0000000000
51.955389,0.0000000000,0.0196202136
52.361061,0.0196155800,0.0000000000
52.768286,0.0000000000,0.0196130657
53.173708,0.0196049144,0.0000000000
53.580753,0.0000000000,0.0196072240
53.986100,0.0196011643,0.0000000000
54.393217,0.0000000000,0.0196061978
54.798564,0.0196016652,0.0000000000
55.205500,0.0000000000,0.0196011397
55.610669,0.0195936663,0.0000000000
56.017608,0.0000000000,0.0195967796
56.422706,0.0195893308,0.0000000000
56.829539,0.0000000000,0.0195910658
57.234633,0.0195882446,0.0000000000
57.641464,0.0000000000,0.0195921516
58.046450,0.0195828770,0.0000000000
58.453136,0.0000000000,0.0195830394
58.857947,0.0195767527,0.0000000000
59.264636,0.0000000000,0.0195785104
59.669586,0.0195744052,0.0000000000
60.076197,0.0000000000,0.0195766899
60.480975,0.0195701238,0.0000000000
60.887406,0.0000000000,0.0195683186
61.291928,0.0195595712,0.0000000000
61.698181,0.0000000000,0.0195616102
62.102706,0.0195560596,0.0000000000
