Time (h),Discharge (Ah),Charge (Ah)
58.463208,0.0200713794,0.0000000000
58.882061,0.0000000000,0.0200708546
59.298317,0.0200696672,0.0000000000
59.717133,0.0000000000,0.0200706821
60.133281,0.0200694557,0.0000000000
60.552208,0.0000000000,0.0200714613
60.968353,0.0200701179,0.0000000000
61.387100,0.0000000000,0.0200693090
61.803172,0.0200686675,0.0000000000
62.222281,0.0000000000,0.0200690046
62.638428,0.0200653705,0.0000000000
63.057353,0.0000000000,0.0200679276
63.473497,0.0200668300,0.0000000000
63.892603,0.0000000000,0.0200689697
64.308783,0.0200651519,0.0000000000
64.727603,0.0000000000,0.0200660638
65.143753,0.0200657404,0.0000000000
65.562750,0.0000000000,0.0200658154
65.978931,0.0200664598,0.0000000000
66.397783,0.0000000000,0.0200660835
66.813928,0.0200647476,0.0000000000
67.232781,0.0000000000,0.0200670170
67.648856,0.0200659531,0.0000000000
68.067528,0.0000000000,0.0200659556
68.483711,0.0200663157,0.0000000000
68.902458,0.0000000000,0.0200666067
69.318497,0.0200658050,0.0000000000
69.737206,0.0000000000,0.0200655896
70.153206,0.0200656505,0.0000000000
70.571844,0.0000000000,0.0200672192
70.987811,0.0200653504,0.0000000000
71.406558,0.0000000000,0.0200685614
71.822558,0.0200657233,0.0000000000
72.241378,0.0000000000,0.0200660921
72.657558,0.0200656668,0.0000000000
73.076339,0.0000000000,0.0200639398
73.492447,0.0200644582,0.0000000000
73.911194,0.0000000000,0.0200648562
74.327267,0.0200637860,0.0000000000
74.746011,0.0000000000,0.0200639690
75.162083,0.0200627896,0.0000000000
75.580828,0.0000000000,0.0200633788
75.996900,0.0200627453,0.0000000000
76.415647,0.0000000000,0.0200641521
76.831792,0.0200611272,0.0000000000
77.250719,0.0000000000,0.0200623115
77.666683,0.0200618731,0.0000000000
78.085431,0.0000000000,0.0200636621
78.501506,0.0200633478,0.0000000000
78.920178,0.0000000000,0.0200636834
79.336217,0.0200613375,0.0000000000
79.755072,0.0000000000,0.0200620662
80.171147,0.0200588566,0.0000000000
80.589969,0.0000000000,0.0200615162
81.006042,0.0200615517,0.0000000000
81.424800,0.0000000000,0.0200602472
81.840842,0.0200597814,0.0000000000
82.259594,0.0000000000,0.0200596993
82.675564,0.0200588542,0.0000000000
83.094417,0.0000000000,0.0200592940
83.510456,0.0200563969,0.0000000000
83.929200,0.0000000000,0.0200575408
84.345200,0.0200574313,0.0000000000
84.763944,0.0000000000,0.0200560134
85.179836,0.0200566479,0.0000000000
85.598472,0.0000000000,0.0200582945
86.014439,0.0200556523,0.0000000000
86.433186,0.0000000000,0.0200575295
86.849078,0.0200551520,0.0000000000
87.267756,0.0000000000,0.0200563991
87.683794,0.0200556188,0.0000000000
88.102542,0.0000000000,0.0200587934
88.518328,0.0200564955,0.0000000000
