Time (h),Discharge (Ah),Charge (Ah)
40.140017,0.0196468886,0.0000000000
40.548839,0.0000000000,0.0196495461
40.955883,0.0196428198,0.0000000000
41.364628,0.0000000000,0.0196443721
41.771458,0.0196361007,0.0000000000
42.180200,0.0000000000,0.0196381905
42.586817,0.0196299970,0.0000000000
42.995347,0.0000000000,0.0196311251
43.401958,0.0196244301,0.0000000000
43.810339,0.0000000000,0.0196294050
44.216806,0.0196210556,0.0000000000
44.625117,0.0000000000,0.0196221893
45.031439,0.0196143362,0.0000000000
45.439639,0.0000000000,0.0196176264
45.845961,0.0196077387,0.0000000000
46.253986,0.0000000000,0.0196085669
46.660203,0.0196029665,0.0000000000
47.068042,0.0000000000,0.0196063917
47.474119,0.0195991864,0.0000000000
47.881778,0.0000000000,0.0196015937
48.287744,0.0195937604,0.0000000000
48.695586,0.0000000000,0.0195960946
49.101367,0.0195891080,0.0000000000
49.508844,0.0000000000,0.0195907962
49.914625,0.0195804788,0.0000000000
50.322211,0.0000000000,0.0195830886
50.727919,0.0195779374,0.0000000000
51.135294,0.0000000000,0.0195815207
51.540894,0.0195730601,0.0000000000
51.948192,0.0000000000,0.0195741525
52.353647,0.0195672483,0.0000000000
52.760872,0.0000000000,0.0195691416
53.166186,0.0195606096,0.0000000000
53.573306,0.0000000000,0.0195633290
53.978408,0.0195543484,0.0000000000
54.385422,0.0000000000,0.0195565440
54.790519,0.0195512519,0.0000000000
55.197167,0.0000000000,0.0195545943
55.602261,0.0195457281,0.0000000000
56.009092,0.0000000000,0.0195466604
56.413900,0.0195388391,0.0000000000
56.820586,0.0000000000,0.0195403006
57.225392,0.0195307255,0.0000000000
57.632256,0.0000000000,0.0195308168
58.036953,0.0195227777,0.0000000000
58.443456,0.0000000000,0.0195210764
58.848011,0.0195152014,0.0000000000
59.254658,0.0000000000,0.0195203072
59.659106,0.0195116062,0.0000000000
60.065428,0.0000000000,0.0195122723
60.469728,0.0195051191,0.0000000000
60.875944,0.0000000000,0.0195088469
61.280031,0.0194992165,0.0000000000
61.686281,0.0000000000,0.0195009082
62.090183,0.0194913990,0.0000000000
62.496219,0.0000000000,0.0194940887
62.900125,0.0194882557,0.0000000000
63.306014,0.0000000000,0.0194909688
63.709811,0.0194837238,0.0000000000
64.115703,0.0000000000,0.0194860794
64.519425,0.0194800601,0.0000000000
64.925136,0.0000000000,0.0194811027
65.328681,0.0194761393,0.0000000000
65.734136,0.0000000000,0.0194785007
66.137461,0.0194712186,0.0000000000
66.542628,0.0000000000,0.0194772477
66.945919,0.0194739414,0.0000000000
67.351092,0.0000000000,0.0194740759
67.754131,0.0194596740,0.0000000000
68.158867,0.0000000000,0.0194647392
68.561978,0.0194636626,0.0000000000
68.967003,0.0000000000,0.0194675924
69.370042,0.0194659419,0.0000000000
69.775175,0.0000000000,0.0194672525
70.178283,0.0194585987,0.0000000000
70.583197,0.0000000000,0.0194613484
70.986378,0.0194535104,0.0000000000
71.391258,0.0000000000,0.0194541574
71.794192,0.0194482691,0.0000000000
72.198817,0.0000000000,0.0194504995
72.601603,0.0194443041,0.0000000000
73.006269,0.0000000000,0.0194470350
73.409022,0.0194403532,0.0000000000
73.813583,0.0000000000,0.0194428489
74.216442,0.0194317411,0.0000000000
74.621067,0.0000000000,0.0194328961
75.023633,0.0194275151,0.0000000000
75.427897,0.0000000000,0.0194301373
75.830536,0.0194211131,0.0000000000
76.234986,0.0000000000,0.0194197689
76.637300,0.0194131956,0.0000000000
77.041636,0.0000000000,0.0194142197
77.443667,0.0194044430,0.0000000000
77.847786,0.0000000000,0.0194061858
78.249811,0.0193999613,0.0000000000
78.653714,0.0000000000,0.0194036087
79.055744,0.0193986194,0.0000000000
79.459828,0.0000000000,0.0194014714
79.861708,0.0193928233,0.0000000000
80.265503,0.0000000000,0.0193923415
80.667278,0.0193848270,0.0000000000
81.071003,0.0000000000,0.0193859863
81.472594,0.0193792433,0.0000000000
81.876319,0.0000000000,0.0193826765
82.277983,0.0193766349,0.0000000000
82.681453,0.0000000000,0.0193777252
83.082792,0.0193709644,0.0000000000
83.486156,0.0000000000,0.0193723774
83.887458,0.0193648622,0.0000000000
84.290575,0.0000000000,0.0193666568
84.691633,0.0193608659,0.0000000000
85.094350,0.0000000000,0.0193653016
85.495306,0.0193589054,0.0000000000
85.897986,0.0000000000,0.0193600674
86.298753,0.0193525617,0.0000000000
86.701583,0.0000000000,0.0193601239
87.102278,0.0193568491,0.0000000000
87.505111,0.0000000000,0.0193600239
87.905981,0.0193557706,0.0000000000
88.308836,0.0000000000,0.0193578737
88.709708,0.0193521495,0.0000000000
