Time (h),Discharge (Ah),Charge (Ah)
63.787172,0.0204327376,0.0000000000
64.214331,0.0000000000,0.0204341867
64.637878,0.0204323087,0.0000000000
65.065111,0.0000000000,0.0204336172
65.488767,0.0204308708,0.0000000000
65.915931,0.0000000000,0.0204325430
66.339694,0.0204314358,0.0000000000
66.766928,0.0000000000,0.0204333325
67.190622,0.0204303880,0.0000000000
67.618033,0.0000000000,0.0204325307
68.041653,0.0204310869,0.0000000000
68.469139,0.0000000000,0.0204326232
68.892942,0.0204305654,0.0000000000
69.320283,0.0000000000,0.0204320352
69.744011,0.0204304155,0.0000000000
70.171350,0.0000000000,0.0204317700
70.595006,0.0204289833,0.0000000000
71.022528,0.0000000000,0.0204311489
71.446256,0.0204294033,0.0000000000
71.873597,0.0000000000,0.0204306122
72.297253,0.0204279679,0.0000000000
72.724703,0.0000000000,0.0204302753
73.148400,0.0204286401,0.0000000000
73.575853,0.0000000000,0.0204296036
73.999442,0.0204265341,0.0000000000
74.426853,0.0000000000,0.0204285616
74.850511,0.0204266118,0.0000000000
75.277958,0.0000000000,0.0204279083
75.701581,0.0204253891,0.0000000000
76.129028,0.0000000000,0.0204271164
76.552761,0.0204256337,0.0000000000
76.980175,0.0000000000,0.0204276251
77.403761,0.0204247961,0.0000000000
77.831244,0.0000000000,0.0204262626
78.255008,0.0204243483,0.0000000000
78.682528,0.0000000000,0.0204263306
79.106183,0.0204238987,0.0000000000
79.533775,0.0000000000,0.0204254983
79.957539,0.0204238302,0.0000000000
80.385131,0.0000000000,0.0204250630
80.808786,0.0204222754,0.0000000000
81.236272,0.0000000000,0.0204231927
81.659858,0.0204212197,0.0000000000
82.087450,0.0000000000,0.0204225263
82.511108,0.0204198950,0.0000000000
82.938628,0.0000000000,0.0204219556
83.362283,0.0204203431,0.0000000000
83.789875,0.0000000000,0.0204215465
84.213533,0.0204189915,0.0000000000
84.641125,0.0000000000,0.0204203829
85.064711,0.0204179970,0.0000000000
85.492306,0.0000000000,0.0204200785
85.915961,0.0204183175,0.0000000000
86.343558,0.0000000000,0.0204197801
86.767219,0.0204175498,0.0000000000
87.194922,0.0000000000,0.0204192426
87.618472,0.0204173297,0.0000000000
88.046064,0.0000000000,0.0204182305
88.469647,0.0204166043,0.0000000000
