Time (h),Discharge (Ah),Charge (Ah)
22.254017,0.0196949542,0.0000000000
22.667200,0.0000000000,0.0196972008
23.077425,0.0196873180,0.0000000000
23.490319,0.0000000000,0.0196874273
23.900072,0.0196721795,0.0000000000
24.312714,0.0000000000,0.0196757673
24.722361,0.0196668819,0.0000000000
25.134753,0.0000000000,0.0196646989
25.543969,0.0196492038,0.0000000000
25.956147,0.0000000000,0.0196541582
26.365217,0.0196420740,0.0000000000
26.777100,0.0000000000,0.0196431749
27.185914,0.0196282090,0.0000000000
27.597475,0.0000000000,0.0196293304
28.006075,0.0196198689,0.0000000000
28.417531,0.0000000000,0.0196213488
28.825806,0.0196062511,0.0000000000
29.237006,0.0000000000,0.0196068315
29.645172,0.0195928254,0.0000000000
30.056192,0.0000000000,0.0195935292
30.464067,0.0195796385,0.0000000000
30.874794,0.0000000000,0.0195788049
31.282525,0.0195695405,0.0000000000
31.693433,0.0000000000,0.0195766525
32.101164,0.0195655296,0.0000000000
32.511825,0.0000000000,0.0195674523
32.919272,0.0195560687,0.0000000000
33.329747,0.0000000000,0.0195554844
33.736939,0.0195413326,0.0000000000
34.147161,0.0000000000,0.0195415309
34.553992,0.0195276017,0.0000000000
34.963819,0.0000000000,0.0195276895
35.370467,0.0195195293,0.0000000000
35.780406,0.0000000000,0.0195243943
36.186981,0.0195110916,0.0000000000
36.596483,0.0000000000,0.0195068760
37.002844,0.0194962263,0.0000000000
37.412456,0.0000000000,0.0195017120
37.818633,0.0194894679,0.0000000000
38.227956,0.0000000000,0.0194900532
38.633956,0.0194778843,0.0000000000
39.043206,0.0000000000,0.0194778888
39.448917,0.0194629287,0.0000000000
39.857983,0.0000000000,0.0194656986
40.263550,0.0194553174,0.0000000000
40.672436,0.0000000000,0.0194563972
41.077822,0.0194471886,0.0000000000
41.486278,0.0000000000,0.0194474734
41.891375,0.0194361403,0.0000000000
42.299722,0.0000000000,0.0194367811
42.704672,0.0194260546,0.0000000000
43.112839,0.0000000000,0.0194271674
43.517503,0.0194137922,0.0000000000
43.925414,0.0000000000,0.0194125219
44.329825,0.0193998466,0.0000000000
44.737519,0.0000000000,0.0194055607
45.142000,0.0193972056,0.0000000000
45.549733,0.0000000000,0.0193986666
45.953961,0.0193886775,0.0000000000
46.361294,0.0000000000,0.0193855969
46.765164,0.0193728653,0.0000000000
47.172353,0.0000000000,0.0193775905
47.576147,0.0193683275,0.0000000000
47.983300,0.0000000000,0.0193721131
48.386986,0.0193614447,0.0000000000
48.793994,0.0000000000,0.0193598459
49.197247,0.0193467030,0.0000000000
49.603822,0.0000000000,0.0193472796
50.006858,0.0193379690,0.0000000000
50.413181,0.0000000000,0.0193380210
50.815964,0.0193276089,0.0000000000
51.222178,0.0000000000,0.0193314822
51.624781,0.0193177667,0.0000000000
52.030706,0.0000000000,0.0193210469
52.433239,0.0193133983,0.0000000000
52.839164,0.0000000000,0.0193147983
53.241514,0.0193035947,0.0000000000
53.647261,0.0000000000,0.0193031539
54.049433,0.0192914358,0.0000000000
54.455108,0.0000000000,0.0192939498
54.857097,0.0192810841,0.0000000000
55.262303,0.0000000000,0.0192810519
55.664114,0.0192736490,0.0000000000
56.069247,0.0000000000,0.0192737585
56.470806,0.0192608167,0.0000000000
56.875939,0.0000000000,0.0192622978
57.277569,0.0192537001,0.0000000000
57.682592,0.0000000000,0.0192571456
58.083789,0.0192415492,0.0000000000
58.488486,0.0000000000,0.0192399317
58.889647,0.0192348331,0.0000000000
59.294525,0.0000000000,0.0192402771
59.695544,0.0192281826,0.0000000000
60.100133,0.0000000000,0.0192295401
60.500969,0.0192206975,0.0000000000
60.905522,0.0000000000,0.0192222898
61.306358,0.0192129627,0.0000000000
61.710697,0.0000000000,0.0192116569
62.111169,0.0192003676,0.0000000000
62.515217,0.0000000000,0.0192026915
62.915439,0.0191925336,0.0000000000
63.319306,0.0000000000,0.0191956022
63.719419,0.0191809199,0.0000000000
64.123144,0.0000000000,0.0191798169
64.523147,0.0191713125,0.0000000000
64.926833,0.0000000000,0.0191739430
65.326694,0.0191653961,0.0000000000
65.730203,0.0000000000,0.0191676827
66.129808,0.0191568948,0.0000000000
66.533067,0.0000000000,0.0191596263
66.932456,0.0191477221,0.0000000000
67.335528,0.0000000000,0.0191478038
67.734922,0.0191394248,0.0000000000
68.137814,0.0000000000,0.0191393582
68.536950,0.0191310751,0.0000000000
68.939772,0.0000000000,0.0191348918
69.338803,0.0191251365,0.0000000000
69.741408,0.0000000000,0.0191279071
70.140183,0.0191173563,0.0000000000
70.542644,0.0000000000,0.0191175626
70.941239,0.0191080991,0.0000000000
71.343411,0.0000000000,0.0191064214
71.741644,0.0190945008,0.0000000000
72.143672,0.0000000000,0.0191011039
72.541981,0.0190924226,0.0000000000
72.943717,0.0000000000,0.0190915137
73.341772,0.0190840758,0.0000000000
73.743328,0.0000000000,0.0190840743
74.141022,0.0190732210,0.0000000000
74.542578,0.0000000000,0.0190743923
74.940378,0.0190653227,0.0000000000
75.341861,0.0000000000,0.0190689416
75.739444,0.0190569094,0.0000000000
76.140639,0.0000000000,0.0190594308
76.537972,0.0190483140,0.0000000000
76.938989,0.0000000000,0.0190497541
77.336247,0.0190432425,0.0000000000
77.737008,0.0000000000,0.0190429077
78.133908,0.0190286510,0.0000000000
78.534561,0.0000000000,0.0190328575
78.931461,0.0190241156,0.0000000000
79.332044,0.0000000000,0.0190246235
79.728583,0.0190157570,0.0000000000
80.128878,0.0000000000,0.0190154504
80.525344,0.0190042859,0.0000000000
80.925456,0.0000000000,0.0190077519
81.321922,0.0189991091,0.0000000000
81.722214,0.0000000000,0.0189974721
82.118572,0.0189873487,0.0000000000
82.518867,0.0000000000,0.0189922138
82.915225,0.0189834437,0.0000000000
83.315264,0.0000000000,0.0189847214
83.711369,0.0189733874,0.0000000000
84.111192,0.0000000000,0.0189698519
84.506936,0.0189599736,0.0000000000
84.906797,0.0000000000,0.0189679876
85.302542,0.0189591498,0.0000000000
85.702042,0.0000000000,0.0189592698
86.097531,0.0189496349,0.0000000000
86.496922,0.0000000000,0.0189512357
86.892303,0.0189398770,0.0000000000
87.291439,0.0000000000,0.0189399918
87.686753,0.0189311166,0.0000000000
88.086072,0.0000000000,0.0189313501
88.481167,0.0189210887,0.0000000000
88.880125,0.0000000000,0.0189205904
89.274967,0.0189119360,0.0000000000
89.673853,0.0000000000,0.0189149846
90.068511,0.0189041373,0.0000000000
90.467219,0.0000000000,0.0189074387
90.861881,0.0189001915,0.0000000000
91.260369,0.0000000000,0.0189022329
91.654706,0.0188893709,0.0000000000
92.053011,0.0000000000,0.0188900293
92.447275,0.0188840516,0.0000000000
92.845400,0.0000000000,0.0188848963
93.239375,0.0188762281,0.0000000000
93.637103,0.0000000000,0.0188795557
94.030933,0.0188717467,0.0000000000
94.428697,0.0000000000,0.0188742564
94.822417,0.0188655681,0.0000000000
95.219964,0.0000000000,0.0188683521
95.613503,0.0188581809,0.0000000000
96.010800,0.0000000000,0.0188599396
96.404086,0.0188509144,0.0000000000
96.801131,0.0000000000,0.0188522102
97.194236,0.0188444822,0.0000000000
97.591061,0.0000000000,0.0188473539
97.983986,0.0188364520,0.0000000000
98.380528,0.0000000000,0.0188372442
98.773203,0.0188261933,0.0000000000
99.169558,0.0000000000,0.0188288417
99.562122,0.0188213625,0.0000000000
99.958336,0.0000000000,0.0188192067
100.350794,0.0188091232,0.0000000000
100.747117,0.0000000000,0.0188127215
101.139578,0.0188029733,0.0000000000
101.535717,0.0000000000,0.0188014183
101.927886,0.0187905129,0.0000000000
102.323919,0.0000000000,0.0187937375
102.716050,0.0187864401,0.0000000000
103.112008,0.0000000000,0.0187895513
103.503925,0.0187756773,0.0000000000
103.899531,0.0000000000,0.0187757195
104.291083,0.0187650068,0.0000000000
104.686681,0.0000000000,0.0187691172
105.078269,0.0187602186,0.0000000000
105.473686,0.0000000000,0.0187606710
105.864989,0.0187513287,0.0000000000
106.260333,0.0000000000,0.0187526340
106.651528,0.0187423195,0.0000000000
107.046586,0.0000000000,0.0187435138
107.437708,0.0187382072,0.0000000000
107.832692,0.0000000000,0.0187396571
108.223450,0.0187277689,0.0000000000
108.618325,0.0000000000,0.0187331992
109.009192,0.0187244159,0.0000000000
109.403814,0.0000000000,0.0187221665
109.794500,0.0187146833,0.0000000000
110.189267,0.0000000000,0.0187196886
110.579844,0.0187121730,0.0000000000
110.974117,0.0000000000,0.0187067926
111.364411,0.0186962014,0.0000000000
111.758675,0.0000000000,0.0186998188
112.148822,0.0186906956,0.0000000000
112.543194,0.0000000000,0.0186971894
112.933306,0.0186837821,0.0000000000
113.327244,0.0000000000,0.0186816037
113.717175,0.0186743397,0.0000000000
114.111147,0.0000000000,0.0186753409
114.500828,0.0186662012,0.0000000000
114.894658,0.0000000000,0.0186693208
115.284156,0.0186602236,0.0000000000
115.677731,0.0000000000,0.0186637565
116.067153,0.0186540816,0.0000000000
116.460403,0.0000000000,0.0186536257
116.849572,0.0186451829,0.0000000000
117.242861,0.0000000000,0.0186500615
117.632103,0.0186460247,0.0000000000
118.025100,0.0000000000,0.0186437803
118.414089,0.0186316974,0.0000000000
118.807089,0.0000000000,0.0186374930
119.195897,0.0186309621,0.0000000000
119.588717,0.0000000000,0.0186322222
119.977344,0.0186226387,0.0000000000
120.369911,0.0000000000,0.0186225958
120.758361,0.0186107404,0.0000000000
121.150747,0.0000000000,0.0186147039
121.539197,0.0186114783,0.0000000000
121.931547,0.0000000000,0.0186130181
122.319742,0.0186010612,0.0000000000
122.711911,0.0000000000,0.0186034605
123.099892,0.0185942599,0.0000000000
123.491842,0.0000000000,0.0185985324
123.879822,0.0185880536,0.0000000000
124.271772,0.0000000000,0.0185873042
124.659569,0.0185795615,0.0000000000
125.051375,0.0000000000,0.0185784755
125.438919,0.0185652447,0.0000000000
125.830544,0.0000000000,0.0185680659
126.217875,0.0185608466,0.0000000000
126.609322,0.0000000000,0.0185621033
