Time (h),Discharge (Ah),Charge (Ah)
0.235333,0.0000000000,0.0104163952
0.653283,0.0200747361,0.0000000000
1.073617,0.0000000000,0.0200833411
1.491350,0.0200593940,0.0000000000
1.911397,0.0000000000,0.0200657438
2.328842,0.0200423814,0.0000000000
2.748633,0.0000000000,0.0200465012
3.165825,0.0200240567,0.0000000000
3.585258,0.0000000000,0.0200272407
4.002089,0.0200058440,0.0000000000
4.421339,0.0000000000,0.0200104651
4.837808,0.0199899797,0.0000000000
5.256697,0.0000000000,0.0199909890
5.673058,0.0199705491,0.0000000000
6.091772,0.0000000000,0.0199711836
6.507417,0.0199533082,0.0000000000
6.925517,0.0000000000,0.0199574109
7.341011,0.0199406403,0.0000000000
7.758889,0.0000000000,0.0199424317
8.173917,0.0199229253,0.0000000000
8.591472,0.0000000000,0.0199255775
9.006353,0.0199096797,0.0000000000
9.423692,0.0000000000,0.0199105618
9.838108,0.0198948210,0.0000000000
10.255231,0.0000000000,0.0198989832
10.669353,0.0198830224,0.0000000000
11.086183,0.0000000000,0.0198839157
11.500233,0.0198689024,0.0000000000
11.916811,0.0000000000,0.0198690945
12.330503,0.0198538499,0.0000000000
12.746794,0.0000000000,0.0198546653
13.160158,0.0198385958,0.0000000000
13.576161,0.0000000000,0.0198412226
13.989236,0.0198263922,0.0000000000
14.405167,0.0000000000,0.0198283601
14.818061,0.0198137141,0.0000000000
15.233736,0.0000000000,0.0198144576
15.646381,0.0198009001,0.0000000000
16.061839,0.0000000000,0.0198029003
16.474119,0.0197867951,0.0000000000
16.889253,0.0000000000,0.0197881209
17.301428,0.0197735654,0.0000000000
17.716669,0.0000000000,0.0197740311
18.128483,0.0197609578,0.0000000000
18.543258,0.0000000000,0.0197637596
18.954819,0.0197493892,0.0000000000
19.369089,0.0000000000,0.0197476718
19.780289,0.0197325461,0.0000000000
20.194483,0.0000000000,0.0197350596
20.605500,0.0197224352,0.0000000000
21.019372,0.0000000000,0.0197257669
21.430103,0.0197128674,0.0000000000
21.843611,0.0000000000,0.0197103282
