Time (h),Discharge (Ah),Charge (Ah)
0.232133,0.0000000000,0.0103537587
0.651061,0.0201749561,0.0000000000
1.071506,0.0000000000,0.0201877861
1.490286,0.0201703682,0.0000000000
1.910514,0.0000000000,0.0201801888
2.329114,0.0201646570,0.0000000000
2.749269,0.0000000000,0.0201743629
3.167692,0.0201597342,0.0000000000
3.587739,0.0000000000,0.0201679556
4.006089,0.0201575972,0.0000000000
4.426067,0.0000000000,0.0201658899
4.844308,0.0201532236,0.0000000000
5.264172,0.0000000000,0.0201609260
5.682378,0.0201501710,0.0000000000
6.102208,0.0000000000,0.0201582128
6.520378,0.0201471345,0.0000000000
6.940169,0.0000000000,0.0201533146
7.358228,0.0201418635,0.0000000000
7.777914,0.0000000000,0.0201488297
8.195975,0.0201395890,0.0000000000
8.615589,0.0000000000,0.0201464188
9.033575,0.0201368541,0.0000000000
9.453261,0.0000000000,0.0201435156
9.871247,0.0201348843,0.0000000000
10.290858,0.0000000000,0.0201411726
10.708775,0.0201302283,0.0000000000
11.128356,0.0000000000,0.0201355778
11.546161,0.0201272405,0.0000000000
11.965744,0.0000000000,0.0201337007
12.383561,0.0201254231,0.0000000000
12.803172,0.0000000000,0.0201310197
13.220911,0.0201232934,0.0000000000
13.640489,0.0000000000,0.0201297028
14.058222,0.0201216295,0.0000000000
14.477694,0.0000000000,0.0201277756
14.895356,0.0201195166,0.0000000000
15.314861,0.0000000000,0.0201245802
15.732486,0.0201168743,0.0000000000
16.152061,0.0000000000,0.0201228912
16.569689,0.0201152267,0.0000000000
16.989231,0.0000000000,0.0201204657
17.406747,0.0201127249,0.0000000000
17.826178,0.0000000000,0.0201178776
18.243806,0.0201109020,0.0000000000
18.663308,0.0000000000,0.0201164575
19.080861,0.0201107107,0.0000000000
19.500219,0.0000000000,0.0201164621
19.917700,0.0201095042,0.0000000000
20.337131,0.0000000000,0.0201139754
20.754578,0.0201066320,0.0000000000
21.173900,0.0000000000,0.0201124551
21.591275,0.0201063261,0.0000000000
22.010606,0.0000000000,0.0201116670
22.427942,0.0201051891,0.0000000000
22.847122,0.0000000000,0.0201101262
23.264386,0.0201047749,0.0000000000
23.683456,0.0000000000,0.0201100254
24.100539,0.0201040340,0.0000000000
24.519575,0.0000000000,0.0201091629
24.936697,0.0201032726,0.0000000000
25.355664,0.0000000000,0.0201080808
25.772861,0.0201021771,0.0000000000
26.192006,0.0000000000,0.0201064655
26.609164,0.0201001441,0.0000000000
27.028125,0.0000000000,0.0201044383
27.445247,0.0200984997,0.0000000000
27.864214,0.0000000000,0.0201029336
28.281297,0.0200962819,0.0000000000
28.700367,0.0000000000,0.0201007835
29.117386,0.0200942477,0.0000000000
29.536456,0.0000000000,0.0200978525
29.953431,0.0200917670,0.0000000000
30.372431,0.0000000000,0.0200956393
30.789339,0.0200894888,0.0000000000
31.208303,0.0000000000,0.0200936982
31.625100,0.0200880335,0.0000000000
32.044172,0.0000000000,0.0200924647
32.461075,0.0200864809,0.0000000000
32.879964,0.0000000000,0.0200896758
33.296794,0.0200842063,0.0000000000
33.715869,0.0000000000,0.0200886725
34.132775,0.0200828387,0.0000000000
34.551736,0.0000000000,0.0200862518
34.968642,0.0200805909,0.0000000000
35.387639,0.0000000000,0.0200846992
35.804433,0.0200790333,0.0000000000
36.223322,0.0000000000,0.0200821446
36.640153,0.0200763228,0.0000000000
37.059042,0.0000000000,0.0200803039
37.475764,0.0200749711,0.0000000000
37.894653,0.0000000000,0.0200783514
38.311375,0.0200726500,0.0000000000
38.730269,0.0000000000,0.0200772288
39.146994,0.0200720773,0.0000000000
39.565781,0.0000000000,0.0200752649
39.982431,0.0200701175,0.0000000000
40.401219,0.0000000000,0.0200741627
40.817767,0.0200693576,0.0000000000
41.236478,0.0000000000,0.0200725621
41.653056,0.0200680247,0.0000000000
42.071664,0.0000000000,0.0200713997
42.488206,0.0200650458,0.0000000000
42.907094,0.0000000000,0.0200679925
43.323744,0.0200632037,0.0000000000
43.742533,0.0000000000,0.0200666153
44.159011,0.0200613797,0.0000000000
44.577719,0.0000000000,0.0200640780
44.994158,0.0200595290,0.0000000000
45.412867,0.0000000000,0.0200638666
45.829239,0.0200589892,0.0000000000
46.247839,0.0000000000,0.0200621508
46.664061,0.0200572158,0.0000000000
47.082589,0.0000000000,0.0200612331
47.498769,0.0200567485,0.0000000000
47.917189,0.0000000000,0.0200601176
48.333406,0.0200560100,0.0000000000
48.751867,0.0000000000,0.0200598098
49.168125,0.0200549943,0.0000000000
49.586544,0.0000000000,0.0200584058
50.002689,0.0200540058,0.0000000000
50.421039,0.0000000000,0.0200578590
50.837119,0.0200533955,0.0000000000
51.255647,0.0000000000,0.0200557232
51.671756,0.0200502028,0.0000000000
52.090111,0.0000000000,0.0200529375
52.506131,0.0200478715,0.0000000000
52.924567,0.0000000000,0.0200510591
53.340678,0.0200472846,0.0000000000
53.759097,0.0000000000,0.0200507989
54.175139,0.0200461590,0.0000000000
54.593558,0.0000000000,0.0200492360
55.009594,0.0200449634,0.0000000000
55.428014,0.0000000000,0.0200480088
55.844133,0.0200437060,0.0000000000
56.262589,0.0000000000,0.0200469390
56.678592,0.0200424395,0.0000000000
57.097014,0.0000000000,0.0200456824
57.512942,0.0200408940,0.0000000000
57.931292,0.0000000000,0.0200434665
58.347150,0.0200391254,0.0000000000
58.765497,0.0000000000,0.0200423710
59.181317,0.0200378708,0.0000000000
59.599775,0.0000000000,0.0200417490
60.015597,0.0200377913,0.0000000000
60.434125,0.0000000000,0.0200395379
60.850161,0.0200345283,0.0000000000
61.268581,0.0000000000,0.0200370437
61.684508,0.0200324431,0.0000000000
62.102967,0.0000000000,0.0200353464
62.518786,0.0200311825,0.0000000000
62.937211,0.0000000000,0.0200344695
63.353069,0.0200307435,0.0000000000
63.771492,0.0000000000,0.0200336475
64.187347,0.0200294680,0.0000000000
64.605803,0.0000000000,0.0200322057
65.021625,0.0200285347,0.0000000000
65.440050,0.0000000000,0.0200314315
65.855839,0.0200272320,0.0000000000
66.274150,0.0000000000,0.0200298587
66.689936,0.0200265791,0.0000000000
67.108175,0.0000000000,0.0200297746
67.523853,0.0200255006,0.0000000000
67.942094,0.0000000000,0.0200284932
68.357842,0.0200244534,0.0000000000
68.776189,0.0000000000,0.0200269658
69.191939,0.0200235566,0.0000000000
69.610286,0.0000000000,0.0200264587
70.025925,0.0200225304,0.0000000000
70.444092,0.0000000000,0.0200252597
70.859839,0.0200224485,0.0000000000
71.278006,0.0000000000,0.0200252855
71.693611,0.0200211145,0.0000000000
72.111675,0.0000000000,0.0200235134
72.527242,0.0200197271,0.0000000000
72.945311,0.0000000000,0.0200226361
73.360878,0.0200188003,0.0000000000
73.778944,0.0000000000,0.0200217160
74.194511,0.0200185437,0.0000000000
74.612497,0.0000000000,0.0200208568
75.027992,0.0200173538,0.0000000000
75.446017,0.0000000000,0.0200203746
75.861583,0.0200172572,0.0000000000
76.279472,0.0000000000,0.0200197093
76.694869,0.0200156568,0.0000000000
77.112822,0.0000000000,0.0200186296
77.528244,0.0200150358,0.0000000000
77.946122,0.0000000000,0.0200174303
78.361617,0.0200130970,0.0000000000
78.779711,0.0000000000,0.0200149292
79.195097,0.0200105085,0.0000000000
79.613158,0.0000000000,0.0200129798
80.028544,0.0200093697,0.0000000000
80.446644,0.0000000000,0.0200115435
80.862108,0.0200077741,0.0000000000
81.280206,0.0000000000,0.0200101665
81.695669,0.0200062952,0.0000000000
82.113731,0.0000000000,0.0200089676
82.529047,0.0200052715,0.0000000000
82.947036,0.0000000000,0.0200078115
83.362422,0.0200044021,0.0000000000
83.780408,0.0000000000,0.0200067636
84.195722,0.0200032190,0.0000000000
84.613600,0.0000000000,0.0200051796
85.028844,0.0200019401,0.0000000000
85.446833,0.0000000000,0.0200049970
85.862042,0.0200004663,0.0000000000
86.280031,0.0000000000,0.0200019050
86.695308,0.0199985720,0.0000000000
87.113297,0.0000000000,0.0200008701
87.528539,0.0199976728,0.0000000000
87.946528,0.0000000000,0.0199995778
88.361733,0.0199959686,0.0000000000
88.779797,0.0000000000,0.0199986167
89.195042,0.0199951288,0.0000000000
89.612919,0.0000000000,0.0199973271
90.028128,0.0199941694,0.0000000000
90.446044,0.0000000000,0.0199966071
90.861250,0.0199937615,0.0000000000
91.279058,0.0000000000,0.0199961085
91.694083,0.0199929121,0.0000000000
92.111889,0.0000000000,0.0199956134
92.526953,0.0199929925,0.0000000000
92.944578,0.0000000000,0.0199954936
93.359614,0.0199931148,0.0000000000
93.777203,0.0000000000,0.0199957565
