Time (h),Discharge (Ah),Charge (Ah)
94.192119,0.0199933157,0.0000000000
94.609606,0.0000000000,0.0199955887
95.024414,0.0199926428,0.0000000000
95.441822,0.0000000000,0.0199959084
95.856594,0.0199940247,0.0000000000
96.274258,0.0000000000,0.0199955791
96.689178,0.0199919701,0.0000000000
97.106658,0.0000000000,0.0199932768
97.521575,0.0199904610,0.0000000000
97.939131,0.0000000000,0.0199928709
98.354086,0.0199898373,0.0000000000
98.771497,0.0000000000,0.0199917270
99.186417,0.0199889263,0.0000000000
99.604006,0.0000000000,0.0199916605
100.018922,0.0199882621,0.0000000000
100.436481,0.0000000000,0.0199900236
100.851361,0.0199859439,0.0000000000
101.268950,0.0000000000,0.0199873813
101.683831,0.0199841742,0.0000000000
102.101383,0.0000000000,0.0199865662
102.516300,0.0199829981,0.0000000000
102.933853,0.0000000000,0.0199847415
103.348661,0.0199806074,0.0000000000
103.766150,0.0000000000,0.0199818287
104.180967,0.0199782731,0.0000000000
104.598603,0.0000000000,0.0199804060
105.013306,0.0199770235,0.0000000000
105.430789,0.0000000000,0.0199788235
105.845600,0.0199760955,0.0000000000
106.263081,0.0000000000,0.0199783227
106.677781,0.0199749096,0.0000000000
107.095375,0.0000000000,0.0199770681
107.510147,0.0199738840,0.0000000000
107.927739,0.0000000000,0.0199754034
108.342439,0.0199718721,0.0000000000
108.760028,0.0000000000,0.0199740657
109.174733,0.0199709368,0.0000000000
109.592217,0.0000000000,0.0199724334
110.006847,0.0199692143,0.0000000000
110.424333,0.0000000000,0.0199713186
110.838928,0.0199684251,0.0000000000
111.256408,0.0000000000,0.0199698294
111.671039,0.0199661377,0.0000000000
112.088556,0.0000000000,0.0199679672
112.503219,0.0199650791,0.0000000000
112.920736,0.0000000000,0.0199670504
113.335331,0.0199641401,0.0000000000
113.752811,0.0000000000,0.0199659174
114.167331,0.0199628934,0.0000000000
114.584922,0.0000000000,0.0199650667
114.999444,0.0199628844,0.0000000000
115.416856,0.0000000000,0.0199650197
115.831378,0.0199625579,0.0000000000
116.248786,0.0000000000,0.0199646281
116.663197,0.0199614393,0.0000000000
117.080611,0.0000000000,0.0199632737
117.495131,0.0199606767,0.0000000000
117.912542,0.0000000000,0.0199628542
118.326992,0.0199599691,0.0000000000
118.744369,0.0000000000,0.0199620029
119.158817,0.0199597373,0.0000000000
119.576047,0.0000000000,0.0199612342
119.990386,0.0199585706,0.0000000000
120.407614,0.0000000000,0.0199613584
120.821961,0.0199594064,0.0000000000
121.239014,0.0000000000,0.0199613881
121.653356,0.0199591265,0.0000000000
122.070475,0.0000000000,0.0199605442
122.484742,0.0199573258,0.0000000000
122.901864,0.0000000000,0.0199592007
123.316094,0.0199562131,0.0000000000
123.733217,0.0000000000,0.0199577003
124.147597,0.0199547231,0.0000000000
124.564861,0.0000000000,0.0199565035
124.979167,0.0199526412,0.0000000000
125.396361,0.0000000000,0.0199541658
125.810592,0.0199509288,0.0000000000
126.227792,0.0000000000,0.0199526717
126.642025,0.0199498153,0.0000000000
