Time (h),Discharge (Ah),Charge (Ah)
105.949497,0.0000000000,0.0183348457
106.331994,0.0183256959,0.0000000000
106.716758,0.0000000000,0.0183236106
107.098850,0.0183137717,0.0000000000
107.483544,0.0000000000,0.0183127917
107.865383,0.0183033207,0.0000000000
108.249900,0.0000000000,0.0183027772
108.631561,0.0182935945,0.0000000000
109.015822,0.0000000000,0.0182916431
109.397372,0.0182820794,0.0000000000
109.781453,0.0000000000,0.0182809251
110.162825,0.0182706677,0.0000000000
110.546794,0.0000000000,0.0182702709
110.927839,0.0182614926,0.0000000000
111.311561,0.0000000000,0.0182590111
111.692392,0.0182492780,0.0000000000
112.075750,0.0000000000,0.0182482222
112.456436,0.0182391222,0.0000000000
112.839792,0.0000000000,0.0182378683
113.220369,0.0182295339,0.0000000000
113.603367,0.0000000000,0.0182275776
113.983692,0.0182176336,0.0000000000
114.366656,0.0000000000,0.0182173250
114.746731,0.0182074847,0.0000000000
115.129439,0.0000000000,0.0182065728
115.509225,0.0181984123,0.0000000000
115.891611,0.0000000000,0.0181975350
116.271214,0.0181885877,0.0000000000
116.653494,0.0000000000,0.0181873633
117.032736,0.0181770297,0.0000000000
117.414653,0.0000000000,0.0181728443
117.793828,0.0181646621,0.0000000000
118.175561,0.0000000000,0.0181665325
118.554547,0.0181582354,0.0000000000
118.936133,0.0000000000,0.0181574206
119.314903,0.0181481261,0.0000000000
119.695950,0.0000000000,0.0181467287
120.074467,0.0181384354,0.0000000000
120.455511,0.0000000000,0.0181377937
120.833678,0.0181269474,0.0000000000
121.214253,0.0000000000,0.0181263241
121.592272,0.0181196107,0.0000000000
121.972639,0.0000000000,0.0181181376
122.350469,0.0181093641,0.0000000000
122.730792,0.0000000000,0.0181065651
123.108300,0.0180966059,0.0000000000
123.488264,0.0000000000,0.0180965769
123.865628,0.0180869880,0.0000000000
124.245517,0.0000000000,0.0180866869
124.622772,0.0180777862,0.0000000000
125.002336,0.0000000000,0.0180763886
125.379233,0.0180662740,0.0000000000
125.758619,0.0000000000,0.0180647252
126.135231,0.0180552199,0.0000000000
126.514361,0.0000000000,0.0180546987
126.890819,0.0180458415,0.0000000000
