Time (h),Discharge (Ah),Charge (Ah)
0.233989,0.0000000000,0.0102791753
0.653461,0.0200841495,0.0000000000
1.074986,0.0000000000,0.0200974898
1.494747,0.0200878173,0.0000000000
1.916672,0.0000000000,0.0200957069
2.336253,0.0200817222,0.0000000000
2.757742,0.0000000000,0.0200911230
3.176631,0.0200809449,0.0000000000
3.598194,0.0000000000,0.0200900732
4.017156,0.0200826806,0.0000000000
4.438464,0.0000000000,0.0200860595
4.857244,0.0200750330,0.0000000000
5.278483,0.0000000000,0.0200822934
5.696903,0.0200648444,0.0000000000
6.117922,0.0000000000,0.0200692108
6.536814,0.0200687439,0.0000000000
6.958125,0.0000000000,0.0200786448
7.376725,0.0200717948,0.0000000000
7.797747,0.0000000000,0.0200779344
8.216094,0.0200673006,0.0000000000
8.637114,0.0000000000,0.0200712532
9.055536,0.0200642776,0.0000000000
9.476664,0.0000000000,0.0200717374
9.894831,0.0200644208,0.0000000000
10.315417,0.0000000000,0.0200648395
10.733692,0.0200592193,0.0000000000
11.154422,0.0000000000,0.0200634495
11.572878,0.0200585428,0.0000000000
11.994044,0.0000000000,0.0200686203
12.412503,0.0200626587,0.0000000000
12.833703,0.0000000000,0.0200647625
13.251872,0.0200591098,0.0000000000
13.672928,0.0000000000,0.0200646757
14.091061,0.0200586577,0.0000000000
14.512081,0.0000000000,0.0200643538
14.930256,0.0200577330,0.0000000000
15.351383,0.0000000000,0.0200637143
15.769369,0.0200577833,0.0000000000
16.190208,0.0000000000,0.0200640065
16.608458,0.0200590223,0.0000000000
17.029406,0.0000000000,0.0200627566
17.447661,0.0200556939,0.0000000000
17.868972,0.0000000000,0.0200631936
18.287033,0.0200567201,0.0000000000
18.708131,0.0000000000,0.0200608631
19.126233,0.0200563337,0.0000000000
19.547036,0.0000000000,0.0200625852
19.965133,0.0200579429,0.0000000000
20.386092,0.0000000000,0.0200616705
20.804089,0.0200553843,0.0000000000
21.224822,0.0000000000,0.0200591287
21.642631,0.0200557979,0.0000000000
22.063469,0.0000000000,0.0200600010
22.481275,0.0200523685,0.0000000000
22.902117,0.0000000000,0.0200579488
23.319958,0.0200573663,0.0000000000
23.740797,0.0000000000,0.0200612519
24.159222,0.0200529771,0.0000000000
24.580678,0.0000000000,0.0200528410
24.998956,0.0200497838,0.0000000000
25.420517,0.0000000000,0.0200553255
25.838864,0.0200497697,0.0000000000
26.260317,0.0000000000,0.0200555862
26.678486,0.0200522953,0.0000000000
27.099761,0.0000000000,0.0200537091
27.517856,0.0200489784,0.0000000000
27.939164,0.0000000000,0.0200534915
28.357153,0.0200489917,0.0000000000
28.778356,0.0000000000,0.0200525816
29.196456,0.0200474527,0.0000000000
29.617367,0.0000000000,0.0200444699
30.035100,0.0200390473,0.0000000000
30.455947,0.0000000000,0.0200443914
30.873644,0.0200398890,0.0000000000
31.294483,0.0000000000,0.0200486502
31.713017,0.0200434410,0.0000000000
32.134469,0.0000000000,0.0200470334
32.552933,0.0200422928,0.0000000000
32.974386,0.0000000000,0.0200459121
33.392914,0.0200411549,0.0000000000
33.814475,0.0000000000,0.0200467102
34.232911,0.0200422439,0.0000000000
34.654728,0.0000000000,0.0200446967
35.073183,0.0200338258,0.0000000000
35.494889,0.0000000000,0.0200355260
35.913783,0.0200310499,0.0000000000
36.336175,0.0000000000,0.0200359527
36.755211,0.0200323651,0.0000000000
37.177569,0.0000000000,0.0200369908
37.596567,0.0200339234,0.0000000000
38.018633,0.0000000000,0.0200379403
38.437525,0.0200349434,0.0000000000
38.859519,0.0000000000,0.0200380943
39.278303,0.0200335887,0.0000000000
39.700478,0.0000000000,0.0200369242
40.119294,0.0200335130,0.0000000000
40.541292,0.0000000000,0.0200321600
40.960256,0.0200279825,0.0000000000
41.382719,0.0000000000,0.0200339103
41.801608,0.0200306579,0.0000000000
42.223783,0.0000000000,0.0200340440
42.642492,0.0200295748,0.0000000000
43.064672,0.0000000000,0.0200339993
43.483092,0.0200311786,0.0000000000
43.904836,0.0000000000,0.0200337980
44.323294,0.0200307067,0.0000000000
44.745469,0.0000000000,0.0200358421
45.164072,0.0200304816,0.0000000000
45.586142,0.0000000000,0.0200343699
46.004597,0.0200311851,0.0000000000
46.426522,0.0000000000,0.0200355140
46.845056,0.0200308667,0.0000000000
47.266436,0.0000000000,0.0200272883
47.684856,0.0200242205,0.0000000000
48.106311,0.0000000000,0.0200337263
48.524592,0.0200306609,0.0000000000
48.946047,0.0000000000,0.0200374687
49.364831,0.0200315626,0.0000000000
49.787192,0.0000000000,0.0200330544
50.205975,0.0200265291,0.0000000000
50.628081,0.0000000000,0.0200266163
51.046789,0.0200234164,0.0000000000
51.468892,0.0000000000,0.0200258624
51.887494,0.0200240996,0.0000000000
52.309311,0.0000000000,0.0200252716
52.727697,0.0200210785,0.0000000000
53.149583,0.0000000000,0.0200252859
53.567861,0.0200236731,0.0000000000
53.989494,0.0000000000,0.0200293144
54.407661,0.0200252846,0.0000000000
54.829336,0.0000000000,0.0200324857
55.247575,0.0200286873,0.0000000000
55.669211,0.0000000000,0.0200310391
56.087558,0.0200263378,0.0000000000
56.509119,0.0000000000,0.0200279552
56.927400,0.0200248002,0.0000000000
57.348925,0.0000000000,0.0200295587
57.767711,0.0200225557,0.0000000000
58.190283,0.0000000000,0.0200208203
58.608811,0.0200181076,0.0000000000
59.031072,0.0000000000,0.0200194078
59.449603,0.0200168969,0.0000000000
59.871889,0.0000000000,0.0200229094
60.290383,0.0200181376,0.0000000000
60.712383,0.0000000000,0.0200233989
61.130839,0.0200210962,0.0000000000
61.553197,0.0000000000,0.0200205470
61.971436,0.0200130907,0.0000000000
62.393719,0.0000000000,0.0200197404
62.811889,0.0200102730,0.0000000000
63.233456,0.0000000000,0.0200138970
63.651697,0.0200126518,0.0000000000
64.073447,0.0000000000,0.0200173727
64.491544,0.0200098428,0.0000000000
64.913256,0.0000000000,0.0200143190
65.331789,0.0200182662,0.0000000000
65.753789,0.0000000000,0.0200173721
66.171889,0.0200115148,0.0000000000
66.593522,0.0000000000,0.0200141728
67.011508,0.0200125995,0.0000000000
67.432817,0.0000000000,0.0200197410
67.851064,0.0200213983,0.0000000000
68.272806,0.0000000000,0.0200245473
68.690864,0.0200217366,0.0000000000
69.112425,0.0000000000,0.0200242291
69.530233,0.0200205732,0.0000000000
69.951614,0.0000000000,0.0200230940
70.369419,0.0200213005,0.0000000000
70.790875,0.0000000000,0.0200249339
