Time (h),Discharge (Ah),Charge (Ah)
71.208864,0.0200187456,0.0000000000
71.630536,0.0000000000,0.0200211498
72.048525,0.0200157502,0.0000000000
72.470161,0.0000000000,0.0200187290
72.888331,0.0200159940,0.0000000000
73.310150,0.0000000000,0.0200201324
73.728139,0.0200150299,0.0000000000
74.149592,0.0000000000,0.0200183017
74.567578,0.0200183897,0.0000000000
74.988958,0.0000000000,0.0200184060
75.406767,0.0200158653,0.0000000000
75.828258,0.0000000000,0.0200194497
76.246214,0.0200161470,0.0000000000
76.667778,0.0000000000,0.0200212971
77.086381,0.0200139503,0.0000000000
77.508742,0.0000000000,0.0200146482
77.927197,0.0200118802,0.0000000000
78.349556,0.0000000000,0.0200106212
78.768089,0.0200079629,0.0000000000
79.190517,0.0000000000,0.0200131131
79.608939,0.0200080864,0.0000000000
80.031406,0.0000000000,0.0200123959
80.449861,0.0200068994,0.0000000000
80.872039,0.0000000000,0.0200101726
81.290572,0.0200094378,0.0000000000
81.712819,0.0000000000,0.0200124534
82.130986,0.0200101455,0.0000000000
82.553525,0.0000000000,0.0200112513
82.971944,0.0200045421,0.0000000000
83.394053,0.0000000000,0.0200035947
83.812400,0.0200035206,0.0000000000
84.234394,0.0000000000,0.0200030103
84.652308,0.0200002563,0.0000000000
85.074303,0.0000000000,0.0200060535
85.492289,0.0200036899,0.0000000000
85.914106,0.0000000000,0.0200076583
86.332092,0.0200045753,0.0000000000
86.754097,0.0000000000,0.0200071619
87.171983,0.0200013905,0.0000000000
87.594014,0.0000000000,0.0200043469
88.012108,0.0200020164,0.0000000000
88.433997,0.0000000000,0.0200018372
88.851983,0.0199984481,0.0000000000
89.273800,0.0000000000,0.0200037129
89.691786,0.0200025161,0.0000000000
90.113456,0.0000000000,0.0200070003
90.531411,0.0200029602,0.0000000000
90.953261,0.0000000000,0.0200087401
91.371031,0.0200064974,0.0000000000
91.792592,0.0000000000,0.0200122219
92.210506,0.0200090243,0.0000000000
92.631994,0.0000000000,0.0200110111
93.049872,0.0200066041,0.0000000000
93.471436,0.0000000000,0.0200080934
93.889208,0.0200014092,0.0000000000
94.310769,0.0000000000,0.0200021264
94.728433,0.0200041552,0.0000000000
95.150214,0.0000000000,0.0200095575
95.567839,0.0200029113,0.0000000000
95.989258,0.0000000000,0.0200026104
96.406847,0.0200043970,0.0000000000
96.828378,0.0000000000,0.0200110534
97.246219,0.0200072141,0.0000000000
97.667892,0.0000000000,0.0200095749
98.086203,0.0200048980,0.0000000000
98.508561,0.0000000000,0.0200056874
98.926878,0.0200035340,0.0000000000
99.349017,0.0000000000,0.0200005638
99.767153,0.0199995559,0.0000000000
100.189369,0.0000000000,0.0200051187
100.607392,0.0199972416,0.0000000000
101.029603,0.0000000000,0.0200019610
101.447878,0.0199999712,0.0000000000
101.870019,0.0000000000,0.0200014896
102.288294,0.0200008986,0.0000000000
102.710506,0.0000000000,0.0200041866
103.128639,0.0199992182,0.0000000000
103.550742,0.0000000000,0.0200000921
103.968658,0.0199978650,0.0000000000
104.390689,0.0000000000,0.0199960452
104.808750,0.0199949563,0.0000000000
105.230931,0.0000000000,0.0199983936
105.648844,0.0199937756,0.0000000000
106.070667,0.0000000000,0.0199910274
106.488400,0.0199876505,0.0000000000
106.910250,0.0000000000,0.0199922274
107.328167,0.0199901817,0.0000000000
107.750017,0.0000000000,0.0199934048
108.167967,0.0199897486,0.0000000000
108.589997,0.0000000000,0.0199947085
109.008019,0.0199925613,0.0000000000
109.430236,0.0000000000,0.0199966586
109.848158,0.0199931527,0.0000000000
110.270011,0.0000000000,0.0199896171
110.688214,0.0199856721,0.0000000000
111.110789,0.0000000000,0.0199905181
111.528817,0.0199882951,0.0000000000
111.951397,0.0000000000,0.0199930664
112.369422,0.0199900125,0.0000000000
112.791886,0.0000000000,0.0199934640
113.209914,0.0199905557,0.0000000000
113.632197,0.0000000000,0.0199948423
114.050406,0.0199907199,0.0000000000
114.472872,0.0000000000,0.0199853910
114.890536,0.0199773797,0.0000000000
115.312858,0.0000000000,0.0199886347
115.731031,0.0199879143,0.0000000000
116.153100,0.0000000000,0.0199898302
116.571194,0.0199878131,0.0000000000
116.993333,0.0000000000,0.0199926806
117.411147,0.0199906937,0.0000000000
117.833214,0.0000000000,0.0199937426
118.250878,0.0199891578,0.0000000000
118.672731,0.0000000000,0.0199918354
119.090467,0.0199910787,0.0000000000
119.512175,0.0000000000,0.0199935825
119.930019,0.0199953285,0.0000000000
120.351583,0.0000000000,0.0199987118
120.769064,0.0199971121,0.0000000000
121.190917,0.0000000000,0.0199973147
121.608667,0.0199931794,0.0000000000
122.030611,0.0000000000,0.0199956470
122.448175,0.0199833896,0.0000000000
122.869772,0.0000000000,0.0199862051
123.287325,0.0199889491,0.0000000000
123.709214,0.0000000000,0.0199925736
124.126767,0.0199860653,0.0000000000
124.548583,0.0000000000,0.0199880179
124.966136,0.0199864284,0.0000000000
125.388675,0.0000000000,0.0199868205
125.806661,0.0199841587,0.0000000000
126.229125,0.0000000000,0.0199878831
126.647111,0.0199838635,0.0000000000
