Time (h),Discharge (Ah),Charge (Ah)
30.318189,0.0000000000,0.0200583758
30.734225,0.0200547018,0.0000000000
31.153006,0.0000000000,0.0200578680
31.569114,0.0200535562,0.0000000000
31.988617,0.0000000000,0.0200541218
32.405086,0.0200488850,0.0000000000
32.824517,0.0000000000,0.0200527970
33.240986,0.0200488824,0.0000000000
33.660381,0.0000000000,0.0200525483
34.076778,0.0200486857,0.0000000000
34.496103,0.0000000000,0.0200509600
34.912575,0.0200466774,0.0000000000
35.332150,0.0000000000,0.0200565567
35.748986,0.0200575137,0.0000000000
36.168744,0.0000000000,0.0200602617
36.585575,0.0200565765,0.0000000000
37.005261,0.0000000000,0.0200590367
37.422025,0.0200548999,0.0000000000
37.841783,0.0000000000,0.0200585141
38.258436,0.0200545867,0.0000000000
38.678083,0.0000000000,0.0200565136
39.094733,0.0200526361,0.0000000000
39.514417,0.0000000000,0.0200565677
39.931067,0.0200533330,0.0000000000
40.350681,0.0000000000,0.0200561036
40.767225,0.0200517420,0.0000000000
41.186908,0.0000000000,0.0200550873
41.603489,0.0200522557,0.0000000000
42.023067,0.0000000000,0.0200562063
42.439539,0.0200523229,0.0000000000
42.859117,0.0000000000,0.0200551098
43.275586,0.0200514258,0.0000000000
43.695453,0.0000000000,0.0200531513
44.112106,0.0200490042,0.0000000000
44.531897,0.0000000000,0.0200518449
44.948522,0.0200483803,0.0000000000
45.368208,0.0000000000,0.0200517757
45.784750,0.0200485560,0.0000000000
46.204253,0.0000000000,0.0200506972
46.620653,0.0200474542,0.0000000000
47.040083,0.0000000000,0.0200514841
47.456447,0.0200487765,0.0000000000
47.875844,0.0000000000,0.0200518054
48.292314,0.0200486531,0.0000000000
48.711928,0.0000000000,0.0200513073
49.128400,0.0200473355,0.0000000000
49.547906,0.0000000000,0.0200500422
49.964269,0.0200469624,0.0000000000
50.383775,0.0000000000,0.0200504676
50.800175,0.0200474124,0.0000000000
51.219569,0.0000000000,0.0200499655
51.635861,0.0200461661,0.0000000000
52.055183,0.0000000000,0.0200485798
52.471472,0.0200457181,0.0000000000
52.890903,0.0000000000,0.0200482189
53.307197,0.0200447697,0.0000000000
53.726592,0.0000000000,0.0200480538
54.142883,0.0200440310,0.0000000000
54.562136,0.0000000000,0.0200465503
54.978317,0.0200435949,0.0000000000
55.397567,0.0000000000,0.0200465339
55.813856,0.0200427818,0.0000000000
56.233181,0.0000000000,0.0200452111
56.649294,0.0200422601,0.0000000000
57.068617,0.0000000000,0.0200449959
57.484797,0.0200408606,0.0000000000
57.904336,0.0000000000,0.0200433618
58.320625,0.0200411799,0.0000000000
58.740025,0.0000000000,0.0200439791
59.156317,0.0200401343,0.0000000000
59.575750,0.0000000000,0.0200426940
59.991861,0.0200396411,0.0000000000
60.411256,0.0000000000,0.0200425573
60.827836,0.0200380134,0.0000000000
61.247772,0.0000000000,0.0200387971
61.664244,0.0200356496,0.0000000000
62.084111,0.0000000000,0.0200389055
62.500403,0.0200358864,0.0000000000
62.920342,0.0000000000,0.0200382222
63.336742,0.0200345563,0.0000000000
63.756497,0.0000000000,0.0200374617
64.172822,0.0200345131,0.0000000000
64.592581,0.0000000000,0.0200376016
65.008872,0.0200347351,0.0000000000
65.428522,0.0000000000,0.0200375068
65.844742,0.0200352023,0.0000000000
66.264244,0.0000000000,0.0200388805
66.680389,0.0200358080,0.0000000000
67.099786,0.0000000000,0.0200387532
67.515789,0.0200361525,0.0000000000
67.935117,0.0000000000,0.0200394842
68.351081,0.0200366358,0.0000000000
68.770225,0.0000000000,0.0200384126
69.186044,0.0200353566,0.0000000000
69.605186,0.0000000000,0.0200383598
70.021119,0.0200351940,0.0000000000
70.440522,0.0000000000,0.0200373957
70.856450,0.0200348091,0.0000000000
71.275706,0.0000000000,0.0200378748
71.691644,0.0200354702,0.0000000000
72.110786,0.0000000000,0.0200387221
72.526539,0.0200357405,0.0000000000
72.945500,0.0000000000,0.0200378630
73.361250,0.0200350446,0.0000000000
73.780211,0.0000000000,0.0200385001
74.195892,0.0200355922,0.0000000000
74.614747,0.0000000000,0.0200383635
75.030317,0.0200356447,0.0000000000
75.449025,0.0000000000,0.0200387738
75.864522,0.0200362220,0.0000000000
76.283231,0.0000000000,0.0200389235
76.698869,0.0200359450,0.0000000000
77.117656,0.0000000000,0.0200381252
77.533261,0.0200345369,0.0000000000
77.952153,0.0000000000,0.0200370937
78.367797,0.0200340028,0.0000000000
78.786581,0.0000000000,0.0200363852
79.202222,0.0200330629,0.0000000000
79.621111,0.0000000000,0.0200349140
80.036678,0.0200318236,0.0000000000
80.455386,0.0000000000,0.0200341111
80.870881,0.0200308502,0.0000000000
81.289589,0.0000000000,0.0200338851
81.705156,0.0200308070,0.0000000000
82.123939,0.0000000000,0.0200325895
82.539614,0.0200293006,0.0000000000
82.958472,0.0000000000,0.0200317110
83.374039,0.0200290167,0.0000000000
83.793000,0.0000000000,0.0200307594
84.208500,0.0200277099,0.0000000000
84.627358,0.0000000000,0.0200304399
85.042858,0.0200273936,0.0000000000
85.461567,0.0000000000,0.0200298629
85.877064,0.0200271361,0.0000000000
86.295739,0.0000000000,0.0200296861
86.711308,0.0200266241,0.0000000000
87.130019,0.0000000000,0.0200288130
87.545589,0.0200263631,0.0000000000
87.964297,0.0000000000,0.0200287848
88.379792,0.0200256318,0.0000000000
88.798572,0.0000000000,0.0200283279
89.214069,0.0200256882,0.0000000000
89.632850,0.0000000000,0.0200280688
90.048419,0.0200247422,0.0000000000
90.467203,0.0000000000,0.0200266085
90.882592,0.0200240957,0.0000000000
91.301300,0.0000000000,0.0200269513
91.716978,0.0200235925,0.0000000000
92.135939,0.0000000000,0.0200252153
92.551433,0.0200238330,0.0000000000
92.970214,0.0000000000,0.0200265314
93.385708,0.0200242765,0.0000000000
93.804347,0.0000000000,0.0200267809
94.219881,0.0200243358,0.0000000000
94.638667,0.0000000000,0.0200266895
95.054161,0.0200241259,0.0000000000
95.472978,0.0000000000,0.0200258750
95.888586,0.0200238345,0.0000000000
96.307403,0.0000000000,0.0200260836
96.722969,0.0200235261,0.0000000000
97.141786,0.0000000000,0.0200258694
97.557389,0.0200224917,0.0000000000
97.976747,0.0000000000,0.0200229243
98.392603,0.0200184582,0.0000000000
98.812250,0.0000000000,0.0200209887
99.228178,0.0200187483,0.0000000000
99.647792,0.0000000000,0.0200207226
100.063756,0.0200176996,0.0000000000
100.483294,0.0000000000,0.0200202606
100.899186,0.0200172983,0.0000000000
101.318692,0.0000000000,0.0200193927
101.734586,0.0200164229,0.0000000000
102.154022,0.0000000000,0.0200187607
102.569806,0.0200149802,0.0000000000
102.989347,0.0000000000,0.0200163999
103.405131,0.0200133056,0.0000000000
103.824564,0.0000000000,0.0200147727
104.240350,0.0200120092,0.0000000000
104.659711,0.0000000000,0.0200144026
105.075389,0.0200115049,0.0000000000
105.494856,0.0000000000,0.0200140259
105.910678,0.0200117751,0.0000000000
106.330108,0.0000000000,0.0200142200
106.745717,0.0200107485,0.0000000000
107.165042,0.0000000000,0.0200127750
107.580647,0.0200100725,0.0000000000
107.999933,0.0000000000,0.0200121881
108.415464,0.0200094251,0.0000000000
108.834714,0.0000000000,0.0200121394
109.250256,0.0200091677,0.0000000000
109.669433,0.0000000000,0.0200107377
110.085108,0.0200082515,0.0000000000
110.504539,0.0000000000,0.0200106278
110.920153,0.0200073758,0.0000000000
111.339586,0.0000000000,0.0200094459
111.755194,0.0200067763,0.0000000000
112.174556,0.0000000000,0.0200088683
112.590158,0.0200064346,0.0000000000
113.009517,0.0000000000,0.0200090037
113.425047,0.0200063505,0.0000000000
113.844297,0.0000000000,0.0200083783
114.259828,0.0200060986,0.0000000000
114.679186,0.0000000000,0.0200086269
115.094683,0.0200063897,0.0000000000
115.513864,0.0000000000,0.0200086556
115.929400,0.0200065614,0.0000000000
116.348650,0.0000000000,0.0200092459
116.764258,0.0200067534,0.0000000000
117.183544,0.0000000000,0.0200087586
117.599042,0.0200055513,0.0000000000
118.018331,0.0000000000,0.0200077354
118.433864,0.0200057124,0.0000000000
118.853006,0.0000000000,0.0200076490
119.268536,0.0200060410,0.0000000000
119.687647,0.0000000000,0.0200086241
120.103072,0.0200059808,0.0000000000
120.522178,0.0000000000,0.0200085092
120.937492,0.0200061763,0.0000000000
121.356489,0.0000000000,0.0200084165
121.771914,0.0200066860,0.0000000000
122.190911,0.0000000000,0.0200081644
122.606228,0.0200046190,0.0000000000
123.026019,0.0000000000,0.0200041341
123.441731,0.0199996664,0.0000000000
123.861525,0.0000000000,0.0200021666
124.277417,0.0199996468,0.0000000000
124.697286,0.0000000000,0.0200023133
125.113142,0.0199997915,0.0000000000
125.532900,0.0000000000,0.0200016265
125.948647,0.0199983524,0.0000000000
126.368439,0.0000000000,0.0200004155
126.784192,0.0199977525,0.0000000000
