Time (h),Discharge (Ah),Charge (Ah)
0.230769,0.0000000000,0.0102948197
0.646842,0.0200583078,0.0000000000
1.064358,0.0000000000,0.0200698861
1.480111,0.0200542969,0.0000000000
1.897122,0.0000000000,0.0200590322
2.312689,0.0200434688,0.0000000000
2.729700,0.0000000000,0.0200534766
3.145303,0.0200422282,0.0000000000
3.562314,0.0000000000,0.0200504346
3.977778,0.0200401850,0.0000000000
4.394722,0.0000000000,0.0200460581
4.810108,0.0200351661,0.0000000000
5.227017,0.0000000000,0.0200412836
5.642331,0.0200306238,0.0000000000
6.059169,0.0000000000,0.0200366721
6.474458,0.0200261527,0.0000000000
6.891144,0.0000000000,0.0200251656
7.306169,0.0200127269,0.0000000000
7.722822,0.0000000000,0.0200209314
8.137850,0.0200143457,0.0000000000
8.554578,0.0000000000,0.0200203149
8.969458,0.0200069609,0.0000000000
9.386003,0.0000000000,0.0200066283
9.800778,0.0200023096,0.0000000000
10.217178,0.0000000000,0.0200049871
10.631953,0.0199999177,0.0000000000
11.048531,0.0000000000,0.0200063116
11.463375,0.0199964756,0.0000000000
11.879628,0.0000000000,0.0199973595
12.294147,0.0199898109,0.0000000000
12.710436,0.0000000000,0.0199951513
13.124883,0.0199880692,0.0000000000
13.541172,0.0000000000,0.0199915129
13.955656,0.0199847594,0.0000000000
14.371872,0.0000000000,0.0199873760
14.786175,0.0199817857,0.0000000000
15.202392,0.0000000000,0.0199841400
15.616628,0.0199801905,0.0000000000
16.032811,0.0000000000,0.0199871304
16.447042,0.0199760682,0.0000000000
16.863083,0.0000000000,0.0199770441
17.277319,0.0199737284,0.0000000000
17.693289,0.0000000000,0.0199733583
18.107486,0.0199676714,0.0000000000
18.523706,0.0000000000,0.0199735330
18.937828,0.0199662589,0.0000000000
19.353978,0.0000000000,0.0199679181
19.768069,0.0199603820,0.0000000000
20.184039,0.0000000000,0.0199635153
20.598089,0.0199576003,0.0000000000
21.013836,0.0000000000,0.0199574176
21.427892,0.0199546372,0.0000000000
21.843714,0.0000000000,0.0199560586
22.257697,0.0199542581,0.0000000000
22.673739,0.0000000000,0.0199565289
23.087861,0.0199480505,0.0000000000
23.503794,0.0000000000,0.0199504319
23.917772,0.0199488983,0.0000000000
24.333633,0.0000000000,0.0199529433
24.747469,0.0199477281,0.0000000000
25.163144,0.0000000000,0.0199527898
25.577017,0.0199516474,0.0000000000
25.992692,0.0000000000,0.0199505680
26.406381,0.0199427922,0.0000000000
26.822061,0.0000000000,0.0199475834
27.235825,0.0199462665,0.0000000000
27.651431,0.0000000000,0.0199411107
28.064942,0.0199351007,0.0000000000
28.480622,0.0000000000,0.0199436072
28.894422,0.0199405953,0.0000000000
29.309883,0.0000000000,0.0199386044
29.723322,0.0199322035,0.0000000000
30.138817,0.0000000000,0.0199357988
30.552328,0.0199316681,0.0000000000
30.967822,0.0000000000,0.0199297229
31.381331,0.0199262691,0.0000000000
31.796897,0.0000000000,0.0199299831
32.210153,0.0199195418,0.0000000000
32.625467,0.0000000000,0.0199196540
33.038831,0.0199185213,0.0000000000
33.454217,0.0000000000,0.0199202308
33.867475,0.0199170986,0.0000000000
34.282792,0.0000000000,0.0199153835
34.695836,0.0199086395,0.0000000000
35.111228,0.0000000000,0.0199139064
35.524483,0.0199133812,0.0000000000
35.939981,0.0000000000,0.0199145315
36.353311,0.0199104331,0.0000000000
36.768733,0.0000000000,0.0199082774
37.181778,0.0199029289,0.0000000000
37.597203,0.0000000000,0.0199076171
38.010533,0.0199058100,0.0000000000
38.425994,0.0000000000,0.0199063838
38.839072,0.0198993292,0.0000000000
39.254567,0.0000000000,0.0199015683
39.667717,0.0198989532,0.0000000000
40.083211,0.0000000000,0.0198998561
40.496183,0.0198949847,0.0000000000
40.911678,0.0000000000,0.0198943271
41.324753,0.0198905950,0.0000000000
41.740319,0.0000000000,0.0198950782
42.153583,0.0198945699,0.0000000000
42.569156,0.0000000000,0.0198927029
42.982125,0.0198882723,0.0000000000
43.397547,0.0000000000,0.0198902009
43.810442,0.0198855630,0.0000000000
44.225758,0.0000000000,0.0198874368
44.638547,0.0198848476,0.0000000000
45.053861,0.0000000000,0.0198865168
45.466647,0.0198824480,0.0000000000
45.881853,0.0000000000,0.0198836405
46.294753,0.0198829412,0.0000000000
46.709886,0.0000000000,0.0198837591
47.122708,0.0198801081,0.0000000000
47.537806,0.0000000000,0.0198808608
47.950342,0.0198768607,0.0000000000
48.365294,0.0000000000,0.0198773862
48.777758,0.0198749994,0.0000000000
49.192714,0.0000000000,0.0198797215
49.605247,0.0198791105,0.0000000000
50.020203,0.0000000000,0.0198814406
50.432811,0.0198777049,0.0000000000
50.847872,0.0000000000,0.0198788177
51.260333,0.0198765326,0.0000000000
51.675250,0.0000000000,0.0198763418
52.087608,0.0198731158,0.0000000000
52.502494,0.0000000000,0.0198751164
52.914919,0.0198727316,0.0000000000
53.329800,0.0000000000,0.0198752955
53.742153,0.0198724438,0.0000000000
54.157008,0.0000000000,0.0198734130
54.569475,0.0198699645,0.0000000000
54.984144,0.0000000000,0.0198699029
55.396317,0.0198660522,0.0000000000
55.811089,0.0000000000,0.0198673938
56.223372,0.0198646667,0.0000000000
56.638039,0.0000000000,0.0198645472
57.050142,0.0198595642,0.0000000000
57.464736,0.0000000000,0.0198612991
57.876803,0.0198599823,0.0000000000
58.291322,0.0000000000,0.0198606435
58.703319,0.0198574658,0.0000000000
59.117806,0.0000000000,0.0198587696
59.529833,0.0198566976,0.0000000000
59.944353,0.0000000000,0.0198585686
60.356492,0.0198553810,0.0000000000
60.771011,0.0000000000,0.0198566292
61.183008,0.0198528997,0.0000000000
61.597425,0.0000000000,0.0198502227
62.009417,0.0198471852,0.0000000000
62.423758,0.0000000000,0.0198492586
62.835572,0.0198439851,0.0000000000
63.249917,0.0000000000,0.0198453475
63.661661,0.0198423126,0.0000000000
64.076078,0.0000000000,0.0198421109
64.487783,0.0198389443,0.0000000000
64.902014,0.0000000000,0.0198401372
65.313647,0.0198377956,0.0000000000
65.727883,0.0000000000,0.0198385237
66.139481,0.0198354754,0.0000000000
66.553892,0.0000000000,0.0198346626
66.965631,0.0198333594,0.0000000000
67.379861,0.0000000000,0.0198369170
67.791494,0.0198341723,0.0000000000
68.205656,0.0000000000,0.0198354339
68.617178,0.0198325413,0.0000000000
69.031228,0.0000000000,0.0198335750
69.442686,0.0198311525,0.0000000000
69.856667,0.0000000000,0.0198325947
70.268047,0.0198298898,0.0000000000
70.681814,0.0000000000,0.0198305375
71.093011,0.0198283872,0.0000000000
71.506564,0.0000000000,0.0198303216
71.917656,0.0198290006,0.0000000000
72.331097,0.0000000000,0.0198310586
72.742006,0.0198275782,0.0000000000
73.155442,0.0000000000,0.0198282231
73.566531,0.0198253163,0.0000000000
73.980147,0.0000000000,0.0198237904
74.391164,0.0198196939,0.0000000000
