Time (h),Discharge (Ah),Charge (Ah)
74.804672,0.0000000000,0.0198208320
75.215772,0.0198208858,0.0000000000
75.629400,0.0000000000,0.0198233949
76.040417,0.0198173963,0.0000000000
76.453925,0.0000000000,0.0198179624
76.864872,0.0198157096,0.0000000000
77.278200,0.0000000000,0.0198162755
77.689217,0.0198169372,0.0000000000
78.102764,0.0000000000,0.0198190282
78.513600,0.0198111241,0.0000000000
78.926928,0.0000000000,0.0198116119
79.338019,0.0198148018,0.0000000000
79.751639,0.0000000000,0.0198167194
80.162728,0.0198146693,0.0000000000
80.576278,0.0000000000,0.0198158831
80.987297,0.0198134691,0.0000000000
81.400811,0.0000000000,0.0198146298
81.811719,0.0198119728,0.0000000000
82.225156,0.0000000000,0.0198133584
82.635992,0.0198111599,0.0000000000
83.049325,0.0000000000,0.0198110487
83.459981,0.0198073393,0.0000000000
83.873164,0.0000000000,0.0198083481
84.283825,0.0198015326,0.0000000000
84.696978,0.0000000000,0.0197998398
85.107633,0.0198000825,0.0000000000
85.520889,0.0000000000,0.0198014516
85.931547,0.0197987598,0.0000000000
86.344808,0.0000000000,0.0197991197
86.755286,0.0197930059,0.0000000000
87.168433,0.0000000000,0.0197945725
87.579092,0.0197956443,0.0000000000
87.992347,0.0000000000,0.0197957920
88.402822,0.0197897994,0.0000000000
88.815897,0.0000000000,0.0197895592
89.226375,0.0197892149,0.0000000000
89.639453,0.0000000000,0.0197914211
90.049931,0.0197890792,0.0000000000
90.463083,0.0000000000,0.0197895873
90.873381,0.0197848362,0.0000000000
91.286458,0.0000000000,0.0197840273
91.696753,0.0197820969,0.0000000000
92.109653,0.0000000000,0.0197845470
92.520061,0.0197853803,0.0000000000
92.932961,0.0000000000,0.0197864492
93.343261,0.0197827954,0.0000000000
93.756197,0.0000000000,0.0197830617
94.166492,0.0197827843,0.0000000000
94.579244,0.0000000000,0.0197838474
94.989508,0.0197821376,0.0000000000
95.402258,0.0000000000,0.0197848013
95.812483,0.0197840561,0.0000000000
96.225239,0.0000000000,0.0197848122
96.635497,0.0197829209,0.0000000000
97.048178,0.0000000000,0.0197834343
97.458333,0.0197812405,0.0000000000
97.870978,0.0000000000,0.0197822978
98.281094,0.0197792561,0.0000000000
98.693700,0.0000000000,0.0197802505
99.103783,0.0197784724,0.0000000000
99.516281,0.0000000000,0.0197797296
99.926358,0.0197794139,0.0000000000
100.338928,0.0000000000,0.0197797561
100.749078,0.0197767159,0.0000000000
101.161650,0.0000000000,0.0197770177
101.571622,0.0197738976,0.0000000000
101.984300,0.0000000000,0.0197755528
102.394453,0.0197737138,0.0000000000
102.807097,0.0000000000,0.0197717764
103.217000,0.0197651519,0.0000000000
103.629461,0.0000000000,0.0197655316
104.039250,0.0197597436,0.0000000000
104.451639,0.0000000000,0.0197592701
104.861536,0.0197620293,0.0000000000
105.274000,0.0000000000,0.0197643621
105.684078,0.0197631437,0.0000000000
106.096828,0.0000000000,0.0197635684
106.506658,0.0197601788,0.0000000000
106.919556,0.0000000000,0.0197659772
107.329708,0.0197667974,0.0000000000
107.742531,0.0000000000,0.0197680494
108.152717,0.0197629075,0.0000000000
108.565539,0.0000000000,0.0197621346
108.975514,0.0197576586,0.0000000000
109.388089,0.0000000000,0.0197539737
109.797806,0.0197495898,0.0000000000
110.210375,0.0000000000,0.0197542022
110.620164,0.0197529366,0.0000000000
111.032556,0.0000000000,0.0197528339
111.442164,0.0197522413,0.0000000000
111.854553,0.0000000000,0.0197518124
112.264197,0.0197485226,0.0000000000
112.676481,0.0000000000,0.0197473728
113.086017,0.0197429424,0.0000000000
113.498119,0.0000000000,0.0197425229
113.907547,0.0197396643,0.0000000000
114.319756,0.0000000000,0.0197393806
114.729114,0.0197348821,0.0000000000
115.141069,0.0000000000,0.0197309702
115.550247,0.0197267561,0.0000000000
115.962275,0.0000000000,0.0197317677
116.371528,0.0197306099,0.0000000000
116.783483,0.0000000000,0.0197300013
117.192736,0.0197295041,0.0000000000
117.604583,0.0000000000,0.0197287972
118.013758,0.0197265957,0.0000000000
118.425825,0.0000000000,0.0197277853
118.834892,0.0197249383,0.0000000000
119.246669,0.0000000000,0.0197254001
119.655844,0.0197236796,0.0000000000
120.067694,0.0000000000,0.0197220986
120.476617,0.0197170432,0.0000000000
120.888106,0.0000000000,0.0197177636
121.296739,0.0197112877,0.0000000000
121.708044,0.0000000000,0.0197149115
122.116750,0.0197178441,0.0000000000
122.527986,0.0000000000,0.0197163403
122.936694,0.0197169302,0.0000000000
123.348000,0.0000000000,0.0197212524
123.756742,0.0197187299,0.0000000000
124.168050,0.0000000000,0.0197180701
124.576756,0.0197142857,0.0000000000
124.988136,0.0000000000,0.0197158385
125.396736,0.0197123413,0.0000000000
125.808114,0.0000000000,0.0197103927
126.216644,0.0197032417,0.0000000000
126.628022,0.0000000000,0.0197039755
