RowID,Time,Capacity
6730,190.390998,42.36843528
6731,190.425666,42.47240832
6732,190.460334,42.576381
6733,190.495002,42.68035404
6734,190.529664,42.78432708000001
6735,190.564332,42.88829976
6736,190.59900000000002,42.9922728
6737,190.633668,43.09624584
6738,190.668336,43.20021888
6739,190.702998,43.30419156000001
6740,190.73766599999996,43.408164600000006
6741,190.772334,43.512137640000006
6742,190.807002,43.616110320000004
6743,190.841664,43.720083360000004
6744,190.876332,43.8240564
6745,190.911,43.92802908000001
6746,190.945668,44.03200212000001
6747,190.98033600000002,44.13597516000001
6748,191.01499800000002,44.23994784
6749,191.049666,44.34392088
6750,191.084334,44.44789392
6751,191.11900199999997,44.551866600000004
6752,191.15366399999996,44.65583964
6753,191.188332,44.75981268
6754,191.223,44.86378536
6755,191.257668,44.9677584
6756,191.29233599999998,45.07173144
6757,191.326998,45.17570448
6758,191.361666,45.279677160000006
6759,191.39633400000002,45.383650200000005
6760,191.43100199999998,45.487623240000005
6761,191.465664,45.591596280000005
6762,191.50033200000001,45.695569320000004
6763,191.53499999999997,45.799541999999995
6764,191.56966799999998,45.903515039999995
6765,191.60433600000002,46.007488079999995
6766,191.63899800000002,46.11146112000001
6767,191.673666,46.2154338
6768,191.70833399999998,46.31940684
6769,191.74300200000002,46.42337988
6770,191.77766400000002,46.52735292
6771,191.81233200000003,46.63132560000001
6772,191.84699999999998,46.73529864000001
6773,191.88166800000002,46.83927168000001
6774,191.91633599999997,46.94324436
6775,191.95099799999997,47.0472174
6776,191.98566599999998,47.15119044
6777,192.02033400000002,47.25516348
6778,192.055002,47.359136160000006
6779,192.089664,47.463109200000005
6780,192.12433199999998,47.567082240000005
6781,192.15900000000002,47.67105492
6782,192.19366800000003,47.77502796
6783,192.22833599999998,47.879001
6784,192.26299799999998,47.98297368000001
6785,192.29766599999996,48.08694672000001
6786,192.33233399999997,48.1909194
6787,192.36700199999999,48.29489244
6788,192.40166399999998,48.39886512
6789,192.436332,48.50283816
6790,192.471,48.6068112
6791,192.505668,48.71078388
6792,192.54033600000002,48.81475692
6793,192.57499800000002,48.918729600000006
6794,192.60966600000003,49.022702640000006
6795,192.644334,49.12667532
6796,192.67900199999997,49.230648359999996
6797,192.71366399999997,49.334621399999996
6798,192.74833199999998,49.43859408000001
6799,192.783,49.54256712000001
6800,192.817668,49.6465398
6801,192.852336,49.75051284
6802,192.886998,49.85448588
6803,192.921666,49.95845892
6804,192.95633400000003,50.062431600000004
6805,192.99100200000004,50.16640464
6806,193.02566400000003,50.27037768
6807,193.060332,50.37435072
6808,193.09499999999997,50.4783234
6809,193.12966799999998,50.58229644
6810,193.164336,50.68626948
6811,193.198998,50.79024252
6812,193.233666,50.89421556
6813,193.268334,50.998188240000005
6814,193.303002,51.102161280000004
6815,193.337664,51.206134320000004
6816,193.37233200000003,51.310106999999995
6817,193.40700000000004,51.414080039999995
6818,193.441668,51.51805308000001
6819,193.47633599999998,51.62202612000001
6820,193.51099799999997,51.7259988
6821,193.54566599999998,51.82997184
6822,193.580334,51.93394452
6823,193.615002,52.03791756000001
6824,193.649664,52.14189024
6825,193.684332,52.24586328
6826,193.719,52.34983632
6827,193.753668,52.45380900000001
6828,193.78833600000004,52.557782040000006
6829,193.82299800000004,52.661755080000006
6830,193.857666,52.765728120000006
6831,193.89233399999998,52.869701160000005
6832,193.927002,52.973673840000004
6833,193.96166399999998,53.07764688
6834,193.996332,53.181619919999996
6835,194.031,53.28559260000001
6836,194.06566800000002,53.38956564000001
6837,194.100336,53.49353868000001
6838,194.134998,53.59751136
6839,194.169666,53.7014844
6840,194.20433400000005,53.80545744
6841,194.239002,53.90943048
6842,194.273664,54.01340352
6843,194.30833199999998,54.1173762
6844,194.343,54.22134924
6845,194.377668,54.32532228
6846,194.41233599999998,54.42929496
6847,194.446998,54.533268
6848,194.48166600000002,54.63724104
6849,194.516334,54.741213720000005
6850,194.551002,54.845186760000004
6851,194.585664,54.949159800000004
6852,194.620332,55.053132479999995
6853,194.655,55.157105519999995
6854,194.68966799999998,55.261078559999994
6855,194.724336,55.36505124
6856,194.758998,55.46902428
6857,194.793666,55.57299732
6858,194.82833399999998,55.67697
6859,194.863002,55.78094304
6860,194.897664,55.88491608000001
6861,194.932332,55.98888876
6862,194.967,56.0928618
6863,195.001668,56.19683484
6864,195.036336,56.30080751999999
6865,195.070998,56.404780560000006
6866,195.10566599999999,56.508753240000004
6867,195.140334,56.612726280000004
6868,195.175002,56.716699320000004
6869,195.209664,56.82067236
6870,195.24433199999999,56.92464504000001
6871,195.279,57.02861808000001
6872,195.313668,57.13259112000001
6873,195.34833600000002,57.2365638
6874,195.38299800000001,57.34053684
6875,195.417666,57.44450988
6876,195.452334,57.548482560000004
6877,195.48700199999996,57.6524556
6878,195.521664,57.75642828
6879,195.556332,57.86040132
6880,195.591,57.96437400000001
6881,195.625668,58.068347040000006
6882,195.660336,58.172319720000004
6883,195.694998,58.276292399999996
6884,195.729666,58.38026544000001
6885,195.76433400000002,58.48423812
6886,195.799002,58.58821116
6887,195.833664,58.69218384
6888,195.868332,58.796156520000004
6889,195.90299999999996,58.90012956
6890,195.937668,59.0041026
6891,195.972336,59.108075279999994
6892,196.006998,59.212048319999994
6893,196.041666,59.31602135999999
6894,196.076334,59.419994040000006
6895,196.111002,59.523967080000006
6896,196.145664,59.62793976
6897,196.18033200000002,59.731912799999996
6898,196.215,59.83588584000001
6899,196.249668,59.93985852
6900,196.28433599999997,60.04383156
6901,196.31899799999997,60.1478046
6902,196.353666,60.25177728
6903,196.38833400000001,60.355750320000006
6904,196.423002,60.459723360000005
6905,196.457664,60.56369604
6906,196.492332,60.66766908
6907,196.52700000000002,60.77164212
6908,196.56166800000003,60.87561516
6909,196.596336,60.97958784000001
6910,196.630998,61.08356088000001
6911,196.66566600000002,61.18753392000001
6912,196.70033399999997,61.2915066
6913,196.735002,61.39547964
6914,196.769664,61.49945232000001
6915,196.80433200000002,61.60342536000001
6916,196.839,61.70739840000001
6917,196.873668,61.81137108
6918,196.90833600000002,61.91534412
6919,196.94299800000002,62.019316800000006
6920,196.97766600000003,62.123289840000005
6921,197.012334,62.227262880000005
6922,197.04700200000002,62.33123556
6923,197.08166399999996,62.4352086
6924,197.11633199999997,62.53918164
6925,197.151,62.64315432000001
6926,197.185668,62.74712736000001
6927,197.220336,62.85110040000001
6928,197.254998,62.95507308
6929,197.289666,63.05904612
6930,197.32433400000002,63.16301916
6931,197.35900200000003,63.26699184
6932,197.39366400000003,63.37096488
6933,197.428332,63.47493756
6934,197.46299999999997,63.5789106
6935,197.49766799999998,63.68288364
6936,197.532336,63.786856320000005
6937,197.566998,63.890829360000005
6938,197.601666,63.994802400000005
6939,197.636334,64.09877508
6940,197.671002,64.20274812
6941,197.705664,64.30672116
6942,197.74033200000002,64.4106942
6943,197.77500000000003,64.51466688000001
6944,197.809668,64.61863992
6945,197.84433599999997,64.72261296
6946,197.87899799999997,64.82658564
6947,197.91366599999998,64.93055868
6948,197.948334,65.03453136
6949,197.983002,65.1385044
6950,198.017664,65.24247744
6951,198.052332,65.34645012
6952,198.087,65.45042316
6953,198.12166800000003,65.5543962
6954,198.15633600000004,65.65836888
6955,198.19099800000004,65.76234192
6956,198.225666,65.86631496
6957,198.26033399999997,65.97028764
6958,198.29500199999998,66.07426068
6959,198.32966399999998,66.17823372
6960,198.364332,66.2822064
6961,198.399,66.38617944
6962,198.433668,66.49015248
6963,198.468336,66.59412552
6964,198.502998,66.69809819999999
6965,198.53766600000003,66.80207124
6966,198.57233400000004,66.90604392
6967,198.607002,67.01001696
6968,198.641664,67.11399
6969,198.67633199999997,67.21796268
6970,198.71099999999998,67.32193536
6971,198.745668,67.4259084
6972,198.780336,67.52988144
6973,198.814998,67.63385412
6974,198.849666,67.73782716000001
6975,198.884334,67.84180020000001
6976,198.91900200000003,67.94577288
6977,198.95366400000003,68.04974592
6978,198.98833200000004,68.15371859999999
6979,199.023,68.25769128
6980,199.05766799999998,68.36166432
6981,199.092336,68.46563736
6982,199.126998,68.56961004
6983,199.161666,68.67358308
6984,199.196334,68.77755576
6985,199.23100200000002,68.8815288
6986,199.265664,68.98550148
6987,199.300332,69.08947452
6988,199.33500000000004,69.19344720000001
6989,199.36966800000005,69.29742024000001
6990,199.404336,69.40139291999999
6991,199.438998,69.50536595999999
6992,199.47366599999998,69.60933864
6993,199.508334,69.71331168
6994,199.543002,69.81728436
6995,199.577664,69.9212574
6996,199.612332,70.02523044
6997,199.647,70.12920312
6998,199.679502,70.22667779999999
6999,199.709832,70.31765412000001
7000,199.74016800000004,70.40863044000001
7001,199.76833200000004,70.4931084
